"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_y"
24	0.705079650163986	9	9	"Churn"	0.325
25	0.748798944424396	9	9	"Churn"	0.325
26	0.717536064421599	9	9	"Churn"	0.325
27	0.69622418879056	9	9	"Churn"	0.325
28	0.664266977214713	9	9	"Churn"	0.325
29	0.729356504871887	9	9	"Churn"	0.325
30	0.717868134469697	9	9	"Churn"	0.325
1	0.710291291404454	10	10	"Churn"	0.325
2	0.653713139368877	10	10	"Churn"	0.325
3	0.618509688856287	10	10	"Churn"	0.325
4	0.698255179934569	10	10	"Churn"	0.325
5	0.69736825801975	10	10	"Churn"	0.325
6	0.679794379550882	10	10	"Churn"	0.325
7	0.702111207020573	10	10	"Churn"	0.325
8	0.711765818594533	10	10	"Churn"	0.325
9	0.679149092242802	10	10	"Churn"	0.325
10	0.639820362847987	10	10	"Churn"	0.325
11	0.755757540332008	10	10	"Churn"	0.325
12	0.675943694131364	10	10	"Churn"	0.325
13	0.668127204585538	10	10	"Churn"	0.325
14	0.617597428686219	10	10	"Churn"	0.325
15	0.653828104049343	10	10	"Churn"	0.325
16	0.748846191216479	10	10	"Churn"	0.325
17	0.657128205128205	10	10	"Churn"	0.325
18	0.740735004398627	10	10	"Churn"	0.325
19	0.688398632470487	10	10	"Churn"	0.325
20	0.638984744443283	10	10	"Churn"	0.325
21	0.669890374791942	10	10	"Churn"	0.325
22	0.696016953067258	10	10	"Churn"	0.325
23	0.727574657163479	10	10	"Churn"	0.325
24	0.677455088101934	10	10	"Churn"	0.325
25	0.684703145768719	10	10	"Churn"	0.325
26	0.669604314530145	10	10	"Churn"	0.325
27	0.643338208128079	10	10	"Churn"	0.325
28	0.738197865353038	10	10	"Churn"	0.325
29	0.702478288987435	10	10	"Churn"	0.325
30	0.720091067864271	10	10	"Churn"	0.325
1	0.729789612359775	11	11	"Churn"	0.325
2	0.635129740518962	11	11	"Churn"	0.325
3	0.639308481152993	11	11	"Churn"	0.325
4	0.713608353714094	11	11	"Churn"	0.325
5	0.68532730015083	11	11	"Churn"	0.325
6	0.69983293529326	11	11	"Churn"	0.325
7	0.67241641337386	11	11	"Churn"	0.325
8	0.69247546346783	11	11	"Churn"	0.325
9	0.678020549941702	11	11	"Churn"	0.325
10	0.755596307842778	11	11	"Churn"	0.325
11	0.690479829824092	11	11	"Churn"	0.325
12	0.659586968329805	11	11	"Churn"	0.325
13	0.634050207506315	11	11	"Churn"	0.325
14	0.63346071332797	11	11	"Churn"	0.325
15	0.696426580098381	11	11	"Churn"	0.325
16	0.633392518939394	11	11	"Churn"	0.325
17	0.766904199281248	11	11	"Churn"	0.325
18	0.699462252344902	11	11	"Churn"	0.325
19	0.676348570980076	11	11	"Churn"	0.325
20	0.667322591857558	11	11	"Churn"	0.325
21	0.748604937103944	11	11	"Churn"	0.325
22	0.716388519667208	11	11	"Churn"	0.325
23	0.597241587217847	11	11	"Churn"	0.325
24	0.660681760688085	11	11	"Churn"	0.325
25	0.637952041803268	11	11	"Churn"	0.325
26	0.656950825250978	11	11	"Churn"	0.325
27	0.677922609305588	11	11	"Churn"	0.325
28	0.650375939849624	11	11	"Churn"	0.325
29	0.711172691043025	11	11	"Churn"	0.325
30	0.720254244844409	11	11	"Churn"	0.325
1	0.700628306878307	12	12	"Churn"	0.325
2	0.676017068038345	12	12	"Churn"	0.325
3	0.745619098932677	12	12	"Churn"	0.325
4	0.681747068026491	12	12	"Churn"	0.325
5	0.592517875032594	12	12	"Churn"	0.325
6	0.709364040215104	12	12	"Churn"	0.325
7	0.655991829841618	12	12	"Churn"	0.325
8	0.589991012436844	12	12	"Churn"	0.325
9	0.741354515050167	12	12	"Churn"	0.325
10	0.705119632907244	12	12	"Churn"	0.325
11	0.619978957213	12	12	"Churn"	0.325
12	0.668233317070526	12	12	"Churn"	0.325
13	0.664015151515152	12	12	"Churn"	0.325
14	0.723108354255895	12	12	"Churn"	0.325
15	0.684486789805939	12	12	"Churn"	0.325
16	0.668457391818048	12	12	"Churn"	0.325
17	0.745132114477679	12	12	"Churn"	0.325
18	0.694928612959493	12	12	"Churn"	0.325
19	0.672712943030902	12	12	"Churn"	0.325
20	0.629281558310144	12	12	"Churn"	0.325
21	0.692759452936444	12	12	"Churn"	0.325
22	0.73821293237466	12	12	"Churn"	0.325
23	0.612396845772969	12	12	"Churn"	0.325
24	0.738217107963875	12	12	"Churn"	0.325
25	0.725490672366887	12	12	"Churn"	0.325
26	0.663075110864745	12	12	"Churn"	0.325
27	0.729941279121607	12	12	"Churn"	0.325
28	0.714070676400284	12	12	"Churn"	0.325
29	0.764206588980003	12	12	"Churn"	0.325
30	0.789432322485207	12	12	"Churn"	0.325
1	0.625668576601904	13	13	"Churn"	0.325
2	0.655251563038448	13	13	"Churn"	0.325
3	0.658708157634442	13	13	"Churn"	0.325
4	0.588380199541631	13	13	"Churn"	0.325
5	0.651311484818918	13	13	"Churn"	0.325
6	0.637979750412056	13	13	"Churn"	0.325
7	0.655517191770968	13	13	"Churn"	0.325
8	0.676623344656131	13	13	"Churn"	0.325
9	0.636045193422243	13	13	"Churn"	0.325
10	0.650034636699507	13	13	"Churn"	0.325
11	0.619932779146141	13	13	"Churn"	0.325
12	0.684289993275873	13	13	"Churn"	0.325
13	0.597652528267233	13	13	"Churn"	0.325
14	0.667970309381237	13	13	"Churn"	0.325
15	0.644776653732446	13	13	"Churn"	0.325
16	0.668995659881411	13	13	"Churn"	0.325
17	0.675326797385621	13	13	"Churn"	0.325
18	0.638652494197585	13	13	"Churn"	0.325
19	0.544254831417747	13	13	"Churn"	0.325
20	0.61627370259481	13	13	"Churn"	0.325
21	0.635911823175824	13	13	"Churn"	0.325
22	0.698428770533789	13	13	"Churn"	0.325
23	0.632742081447964	13	13	"Churn"	0.325
24	0.582098829981294	13	13	"Churn"	0.325
25	0.629591449532001	13	13	"Churn"	0.325
26	0.66814381270903	13	13	"Churn"	0.325
27	0.715604082664644	13	13	"Churn"	0.325
28	0.669910912312439	13	13	"Churn"	0.325
29	0.629648235402809	13	13	"Churn"	0.325
30	0.652560575799827	13	13	"Churn"	0.325
1	0.670555218258639	14	14	"Churn"	0.325
2	0.731166705634791	14	14	"Churn"	0.325
3	0.70122255489022	14	14	"Churn"	0.325
4	0.574153846153846	14	14	"Churn"	0.325
5	0.692290651307045	14	14	"Churn"	0.325
6	0.660749854255733	14	14	"Churn"	0.325
7	0.634599763698124	14	14	"Churn"	0.325
8	0.710376925598165	14	14	"Churn"	0.325
9	0.6153801736881	14	14	"Churn"	0.325
10	0.588151860697187	14	14	"Churn"	0.325
11	0.643915535444947	14	14	"Churn"	0.325
12	0.6394397951775	14	14	"Churn"	0.325
13	0.674693089723301	14	14	"Churn"	0.325
14	0.621831891512743	14	14	"Churn"	0.325
15	0.652109308960271	14	14	"Churn"	0.325
16	0.692390487472455	14	14	"Churn"	0.325
17	0.649875475485398	14	14	"Churn"	0.325
18	0.583141744195743	14	14	"Churn"	0.325
19	0.626749662059042	14	14	"Churn"	0.325
20	0.638342065868263	14	14	"Churn"	0.325
21	0.629746756487026	14	14	"Churn"	0.325
22	0.60962310537712	14	14	"Churn"	0.325
23	0.587642045454545	14	14	"Churn"	0.325
24	0.715788838612368	14	14	"Churn"	0.325
25	0.618464678816312	14	14	"Churn"	0.325
26	0.617309200603318	14	14	"Churn"	0.325
27	0.633740859838475	14	14	"Churn"	0.325
28	0.628117302955665	14	14	"Churn"	0.325
29	0.60212389380531	14	14	"Churn"	0.325
30	0.701234051453671	14	14	"Churn"	0.325
1	0.631263267638894	15	15	"Churn"	0.325
2	0.614810069737954	15	15	"Churn"	0.325
3	0.585865165696939	15	15	"Churn"	0.325
4	0.670909444228527	15	15	"Churn"	0.325
5	0.671006569798111	15	15	"Churn"	0.325
6	0.59181312460001	15	15	"Churn"	0.325
7	0.668507285784006	15	15	"Churn"	0.325
8	0.605567346752476	15	15	"Churn"	0.325
9	0.727089251893939	15	15	"Churn"	0.325
10	0.587839020122485	15	15	"Churn"	0.325
11	0.627758420441347	15	15	"Churn"	0.325
12	0.63310095219588	15	15	"Churn"	0.325
13	0.724943471800504	15	15	"Churn"	0.325
14	0.61482247904628	15	15	"Churn"	0.325
15	0.634614639188578	15	15	"Churn"	0.325
16	0.624910173218212	15	15	"Churn"	0.325
17	0.656711822660099	15	15	"Churn"	0.325
18	0.680764842196892	15	15	"Churn"	0.325
19	0.65210708411321	15	15	"Churn"	0.325
20	0.692063210227273	15	15	"Churn"	0.325
21	0.651768377666861	15	15	"Churn"	0.325
22	0.676662306026705	15	15	"Churn"	0.325
23	0.706994047619048	15	15	"Churn"	0.325
24	0.627105866928876	15	15	"Churn"	0.325
25	0.636367761329476	15	15	"Churn"	0.325
26	0.599692234848485	15	15	"Churn"	0.325
27	0.717559755149631	15	15	"Churn"	0.325
28	0.709516348860611	15	15	"Churn"	0.325
29	0.625867670949638	15	15	"Churn"	0.325
30	0.699093090150859	15	15	"Churn"	0.325
1	0.630038286641803	16	16	"Churn"	0.325
2	0.668086068508121	16	16	"Churn"	0.325
3	0.550913822951886	16	16	"Churn"	0.325
4	0.666463336702801	16	16	"Churn"	0.325
5	0.644292865604341	16	16	"Churn"	0.325
6	0.610045248868778	16	16	"Churn"	0.325
7	0.682821887718845	16	16	"Churn"	0.325
8	0.632672184913322	16	16	"Churn"	0.325
9	0.659208472686734	16	16	"Churn"	0.325
10	0.610529841093865	16	16	"Churn"	0.325
11	0.687505495471731	16	16	"Churn"	0.325
12	0.601767778224186	16	16	"Churn"	0.325
13	0.626846677364024	16	16	"Churn"	0.325
14	0.647930802616297	16	16	"Churn"	0.325
15	0.611252646088712	16	16	"Churn"	0.325
16	0.719320831713953	16	16	"Churn"	0.325
17	0.696947316592811	16	16	"Churn"	0.325
18	0.717644803320101	16	16	"Churn"	0.325
19	0.714334518580492	16	16	"Churn"	0.325
20	0.616890321217244	16	16	"Churn"	0.325
21	0.606955607908352	16	16	"Churn"	0.325
22	0.65507704721745	16	16	"Churn"	0.325
23	0.670672927998811	16	16	"Churn"	0.325
24	0.633776805354601	16	16	"Churn"	0.325
25	0.647312167973691	16	16	"Churn"	0.325
26	0.594036618263215	16	16	"Churn"	0.325
27	0.6793690457598	16	16	"Churn"	0.325
28	0.619943885901333	16	16	"Churn"	0.325
29	0.670962675535846	16	16	"Churn"	0.325
30	0.616305634469697	16	16	"Churn"	0.325
1	0.642184381237525	17	17	"Churn"	0.325
2	0.630859535824776	17	17	"Churn"	0.325
3	0.604999323348971	17	17	"Churn"	0.325
4	0.624903310390036	17	17	"Churn"	0.325
5	0.658753267994102	17	17	"Churn"	0.325
6	0.632121042756198	17	17	"Churn"	0.325
7	0.63292527290074	17	17	"Churn"	0.325
8	0.687332405767771	17	17	"Churn"	0.325
9	0.60731456043956	17	17	"Churn"	0.325
10	0.557724138687012	17	17	"Churn"	0.325
11	0.661955899769785	17	17	"Churn"	0.325
12	0.592426749148804	17	17	"Churn"	0.325
13	0.526410348544736	17	17	"Churn"	0.325
14	0.657443041871921	17	17	"Churn"	0.325
15	0.598977129195236	17	17	"Churn"	0.325
16	0.594095564970237	17	17	"Churn"	0.325
17	0.603410303873748	17	17	"Churn"	0.325
18	0.640803227987718	17	17	"Churn"	0.325
19	0.623011363636364	17	17	"Churn"	0.325
20	0.654545226162214	17	17	"Churn"	0.325
21	0.668026633190568	17	17	"Churn"	0.325
22	0.569131169574301	17	17	"Churn"	0.325
23	0.650261149055846	17	17	"Churn"	0.325
24	0.608884192535107	17	17	"Churn"	0.325
25	0.556642964071856	17	17	"Churn"	0.325
26	0.724743155598921	17	17	"Churn"	0.325
27	0.662654530453644	17	17	"Churn"	0.325
28	0.631141172124779	17	17	"Churn"	0.325
29	0.62877994011976	17	17	"Churn"	0.325
30	0.599762974051896	17	17	"Churn"	0.325
1	0.59724680432645	18	18	"Churn"	0.325
2	0.641209755190724	18	18	"Churn"	0.325
3	0.671258613881565	18	18	"Churn"	0.325
4	0.665383506937297	18	18	"Churn"	0.325
5	0.612922054597701	18	18	"Churn"	0.325
6	0.625017983024025	18	18	"Churn"	0.325
7	0.612233234100815	18	18	"Churn"	0.325
8	0.614545741609527	18	18	"Churn"	0.325
9	0.657848990552918	18	18	"Churn"	0.325
10	0.631238162878788	18	18	"Churn"	0.325
11	0.717203003486189	18	18	"Churn"	0.325
12	0.63900966770307	18	18	"Churn"	0.325
13	0.545838871658544	18	18	"Churn"	0.325
14	0.663051470588235	18	18	"Churn"	0.325
15	0.673704023401909	18	18	"Churn"	0.325
16	0.637713997985901	18	18	"Churn"	0.325
17	0.634782765069774	18	18	"Churn"	0.325
18	0.622159090909091	18	18	"Churn"	0.325
19	0.658820073850285	18	18	"Churn"	0.325
20	0.615745649040466	18	18	"Churn"	0.325
21	0.658117621832823	18	18	"Churn"	0.325
22	0.643639770010983	18	18	"Churn"	0.325
23	0.672920105140901	18	18	"Churn"	0.325
24	0.650570135746606	18	18	"Churn"	0.325
25	0.690492995024173	18	18	"Churn"	0.325
26	0.606891274776525	18	18	"Churn"	0.325
27	0.640791001894981	18	18	"Churn"	0.325
28	0.606969390336453	18	18	"Churn"	0.325
29	0.698247229438653	18	18	"Churn"	0.325
30	0.65484466716072	18	18	"Churn"	0.325
1	0.641416993095011	19	19	"Churn"	0.325
2	0.584962541050903	19	19	"Churn"	0.325
3	0.643651997976732	19	19	"Churn"	0.325
4	0.637263891435907	19	19	"Churn"	0.325
5	0.612642026094391	19	19	"Churn"	0.325
6	0.697297134238311	19	19	"Churn"	0.325
7	0.634000220458554	19	19	"Churn"	0.325
8	0.638194695055937	19	19	"Churn"	0.325
9	0.583904197454844	19	19	"Churn"	0.325
10	0.60139678030303	19	19	"Churn"	0.325
11	0.633757144208293	19	19	"Churn"	0.325
12	0.643434939364143	19	19	"Churn"	0.325
13	0.631427032019704	19	19	"Churn"	0.325
14	0.5936316117585	19	19	"Churn"	0.325
15	0.674932863376972	19	19	"Churn"	0.325
16	0.604443229736061	19	19	"Churn"	0.325
17	0.621997978319216	19	19	"Churn"	0.325
18	0.626021513316595	19	19	"Churn"	0.325
19	0.592521379785341	19	19	"Churn"	0.325
20	0.67985188735223	19	19	"Churn"	0.325
21	0.6092231830548	19	19	"Churn"	0.325
22	0.674899384469697	19	19	"Churn"	0.325
23	0.663048570982352	19	19	"Churn"	0.325
24	0.627010558069382	19	19	"Churn"	0.325
25	0.587414781297134	19	19	"Churn"	0.325
26	0.608062486031219	19	19	"Churn"	0.325
27	0.63317100935998	19	19	"Churn"	0.325
28	0.604128206373883	19	19	"Churn"	0.325
29	0.661396263520157	19	19	"Churn"	0.325
30	0.65649116789573	19	19	"Churn"	0.325
1	0.605558250184775	20	20	"Churn"	0.325
2	0.661418726992497	20	20	"Churn"	0.325
3	0.647013270224392	20	20	"Churn"	0.325
4	0.658279953085529	20	20	"Churn"	0.325
5	0.629260128414357	20	20	"Churn"	0.325
6	0.591144821220365	20	20	"Churn"	0.325
7	0.571267864317282	20	20	"Churn"	0.325
8	0.610088651864245	20	20	"Churn"	0.325
9	0.646301043976349	20	20	"Churn"	0.325
10	0.56492021448414	20	20	"Churn"	0.325
11	0.597945007599452	20	20	"Churn"	0.325
12	0.664532681148995	20	20	"Churn"	0.325
13	0.571580462806424	20	20	"Churn"	0.325
14	0.619916202720542	20	20	"Churn"	0.325
15	0.669416417501519	20	20	"Churn"	0.325
16	0.628494701002254	20	20	"Churn"	0.325
17	0.604134595648604	20	20	"Churn"	0.325
18	0.602805846264886	20	20	"Churn"	0.325
19	0.619717035984237	20	20	"Churn"	0.325
20	0.641677364142062	20	20	"Churn"	0.325
21	0.651468407971046	20	20	"Churn"	0.325
22	0.623836951705804	20	20	"Churn"	0.325
23	0.608664772727273	20	20	"Churn"	0.325
24	0.648605449341445	20	20	"Churn"	0.325
25	0.585054890219561	20	20	"Churn"	0.325
26	0.706754363774349	20	20	"Churn"	0.325
27	0.621713948624444	20	20	"Churn"	0.325
28	0.575361460970985	20	20	"Churn"	0.325
29	0.613385456032314	20	20	"Churn"	0.325
30	0.655360179653774	20	20	"Churn"	0.325
1	0.667113122171946	21	21	"Churn"	0.325
2	0.631371110703588	21	21	"Churn"	0.325
3	0.647688581978612	21	21	"Churn"	0.325
4	0.60390610673024	21	21	"Churn"	0.325
5	0.699879896526238	21	21	"Churn"	0.325
6	0.577332278202761	21	21	"Churn"	0.325
7	0.598490767045455	21	21	"Churn"	0.325
8	0.648607791200982	21	21	"Churn"	0.325
9	0.629225502781344	21	21	"Churn"	0.325
10	0.663179890219561	21	21	"Churn"	0.325
11	0.682670700560141	21	21	"Churn"	0.325
12	0.593134236453202	21	21	"Churn"	0.325
13	0.640203413607669	21	21	"Churn"	0.325
14	0.601255829770696	21	21	"Churn"	0.325
15	0.637578739132698	21	21	"Churn"	0.325
16	0.601378989258516	21	21	"Churn"	0.325
17	0.646124058888409	21	21	"Churn"	0.325
18	0.687261087292458	21	21	"Churn"	0.325
19	0.613882208047219	21	21	"Churn"	0.325
20	0.640038672654691	21	21	"Churn"	0.325
21	0.607115203640392	21	21	"Churn"	0.325
22	0.592317019400353	21	21	"Churn"	0.325
23	0.624649989433643	21	21	"Churn"	0.325
24	0.60025535894116	21	21	"Churn"	0.325
25	0.640848996989109	21	21	"Churn"	0.325
26	0.639080255681818	21	21	"Churn"	0.325
27	0.540942900533194	21	21	"Churn"	0.325
28	0.583871287496748	21	21	"Churn"	0.325
29	0.683782627299957	21	21	"Churn"	0.325
30	0.635770301037187	21	21	"Churn"	0.325
1	0.625584600994437	22	22	"Churn"	0.325
2	0.629010908758957	22	22	"Churn"	0.325
3	0.687973227358293	22	22	"Churn"	0.325
4	0.612011924245967	22	22	"Churn"	0.325
5	0.573202089192447	22	22	"Churn"	0.325
6	0.594553176835218	22	22	"Churn"	0.325
7	0.621525449647693	22	22	"Churn"	0.325
8	0.601574753351885	22	22	"Churn"	0.325
9	0.681167674124865	22	22	"Churn"	0.325
10	0.679712499384631	22	22	"Churn"	0.325
11	0.629518072289157	22	22	"Churn"	0.325
12	0.662908329510299	22	22	"Churn"	0.325
13	0.625686212592305	22	22	"Churn"	0.325
14	0.695167753199935	22	22	"Churn"	0.325
15	0.637838123415047	22	22	"Churn"	0.325
16	0.656309183517427	22	22	"Churn"	0.325
17	0.631686930091185	22	22	"Churn"	0.325
18	0.625099007059634	22	22	"Churn"	0.325
19	0.621757002904544	22	22	"Churn"	0.325
20	0.627872348029114	22	22	"Churn"	0.325
21	0.632135728542914	22	22	"Churn"	0.325
22	0.612094007256624	22	22	"Churn"	0.325
23	0.639198036006547	22	22	"Churn"	0.325
24	0.65273842651151	22	22	"Churn"	0.325
25	0.681310051736881	22	22	"Churn"	0.325
26	0.565129492139845	22	22	"Churn"	0.325
27	0.607800423374194	22	22	"Churn"	0.325
28	0.664999149225796	22	22	"Churn"	0.325
29	0.636121090448014	22	22	"Churn"	0.325
30	0.625763874825783	22	22	"Churn"	0.325
1	0.654032705099778	23	23	"Churn"	0.325
2	0.657298254490261	23	23	"Churn"	0.325
3	0.642334841628959	23	23	"Churn"	0.325
4	0.685350272055966	23	23	"Churn"	0.325
5	0.61992768179992	23	23	"Churn"	0.325
6	0.581524147097918	23	23	"Churn"	0.325
7	0.67641411903707	23	23	"Churn"	0.325
8	0.596133018264166	23	23	"Churn"	0.325
9	0.639286181485196	23	23	"Churn"	0.325
10	0.623632017572195	23	23	"Churn"	0.325
11	0.574237995251623	23	23	"Churn"	0.325
12	0.64780854575463	23	23	"Churn"	0.325
13	0.639446499458679	23	23	"Churn"	0.325
14	0.663358046932742	23	23	"Churn"	0.325
15	0.655449623795707	23	23	"Churn"	0.325
16	0.582491255343957	23	23	"Churn"	0.325
17	0.598534307324934	23	23	"Churn"	0.325
18	0.591920896976684	23	23	"Churn"	0.325
19	0.594008170158382	23	23	"Churn"	0.325
20	0.610565292802045	23	23	"Churn"	0.325
21	0.646628694581281	23	23	"Churn"	0.325
22	0.593438832537442	23	23	"Churn"	0.325
23	0.67080957063258	23	23	"Churn"	0.325
24	0.632737094226163	23	23	"Churn"	0.325
25	0.597174377534557	23	23	"Churn"	0.325
26	0.639445546737213	23	23	"Churn"	0.325
27	0.63861494364555	23	23	"Churn"	0.325
28	0.709842814371258	23	23	"Churn"	0.325
29	0.618775406504065	23	23	"Churn"	0.325
30	0.690189038772119	23	23	"Churn"	0.325
1	0.610548031769239	24	24	"Churn"	0.325
2	0.627083333333333	24	24	"Churn"	0.325
3	0.688793214995706	24	24	"Churn"	0.325
4	0.669850852272727	24	24	"Churn"	0.325
5	0.587777492534893	24	24	"Churn"	0.325
6	0.680527935606061	24	24	"Churn"	0.325
7	0.611855229410088	24	24	"Churn"	0.325
8	0.649051991882225	24	24	"Churn"	0.325
9	0.66873811284869	24	24	"Churn"	0.325
10	0.662967566287879	24	24	"Churn"	0.325
11	0.635448556827522	24	24	"Churn"	0.325
12	0.60752453653217	24	24	"Churn"	0.325
13	0.650164244952765	24	24	"Churn"	0.325
14	0.649004246509275	24	24	"Churn"	0.325
15	0.596349893403967	24	24	"Churn"	0.325
16	0.615652917342981	24	24	"Churn"	0.325
17	0.652586643055907	24	24	"Churn"	0.325
18	0.628938199156428	24	24	"Churn"	0.325
19	0.564398801882756	24	24	"Churn"	0.325
20	0.636968375136314	24	24	"Churn"	0.325
21	0.599684716936102	24	24	"Churn"	0.325
22	0.623939001582506	24	24	"Churn"	0.325
23	0.591105856889108	24	24	"Churn"	0.325
24	0.607354028085735	24	24	"Churn"	0.325
25	0.662265328115252	24	24	"Churn"	0.325
26	0.606196335413108	24	24	"Churn"	0.325
27	0.643454071969697	24	24	"Churn"	0.325
28	0.671806335740762	24	24	"Churn"	0.325
29	0.628942115768463	24	24	"Churn"	0.325
30	0.630277157015157	24	24	"Churn"	0.325
1	0.57319204450352	25	25	"Churn"	0.325
2	0.63491916737109	25	25	"Churn"	0.325
3	0.624469810379242	25	25	"Churn"	0.325
4	0.679883982035928	25	25	"Churn"	0.325
5	0.618950760777684	25	25	"Churn"	0.325
6	0.602416751453945	25	25	"Churn"	0.325
7	0.637685823940925	25	25	"Churn"	0.325
8	0.570427678123146	25	25	"Churn"	0.325
9	0.639985853354433	25	25	"Churn"	0.325
10	0.627071790709438	25	25	"Churn"	0.325
11	0.64143285041873	25	25	"Churn"	0.325
12	0.606686604637424	25	25	"Churn"	0.325
13	0.60252121996835	25	25	"Churn"	0.325
14	0.618739913582175	25	25	"Churn"	0.325
15	0.653460369417816	25	25	"Churn"	0.325
16	0.631176446744403	25	25	"Churn"	0.325
17	0.594512977800597	25	25	"Churn"	0.325
18	0.649413483043498	25	25	"Churn"	0.325
19	0.632958877995643	25	25	"Churn"	0.325
20	0.648124757092888	25	25	"Churn"	0.325
21	0.620851772846424	25	25	"Churn"	0.325
22	0.66180981595092	25	25	"Churn"	0.325
23	0.652273037035201	25	25	"Churn"	0.325
24	0.607960975377321	25	25	"Churn"	0.325
25	0.578605864670183	25	25	"Churn"	0.325
26	0.654579194843618	25	25	"Churn"	0.325
27	0.614729483581943	25	25	"Churn"	0.325
28	0.602995293110826	25	25	"Churn"	0.325
29	0.630952380952381	25	25	"Churn"	0.325
30	0.645822408050457	25	25	"Churn"	0.325
1	0.54184755489022	26	26	"Churn"	0.325
2	0.63255441119316	26	26	"Churn"	0.325
3	0.635005452562704	26	26	"Churn"	0.325
4	0.63120234204793	26	26	"Churn"	0.325
5	0.608374253130531	26	26	"Churn"	0.325
6	0.673641025641026	26	26	"Churn"	0.325
7	0.665770916061892	26	26	"Churn"	0.325
8	0.633449022793285	26	26	"Churn"	0.325
9	0.633935175401522	26	26	"Churn"	0.325
10	0.66814479638009	26	26	"Churn"	0.325
11	0.586760579845686	25	26	"Churn"	0.325
12	0.60408352889323	26	26	"Churn"	0.325
13	0.632637767297629	26	26	"Churn"	0.325
14	0.672868707310903	25	26	"Churn"	0.325
15	0.65926395173454	26	26	"Churn"	0.325
16	0.681212574850299	26	26	"Churn"	0.325
17	0.643258910635367	26	26	"Churn"	0.325
18	0.598279787503162	26	26	"Churn"	0.325
19	0.608333333333333	26	26	"Churn"	0.325
20	0.654825449026056	26	26	"Churn"	0.325
21	0.557472582062746	26	26	"Churn"	0.325
22	0.633425931907746	26	26	"Churn"	0.325
23	0.64619971822775	26	26	"Churn"	0.325
24	0.580938988693107	26	26	"Churn"	0.325
25	0.623113122171946	26	26	"Churn"	0.325
26	0.592693886673489	26	26	"Churn"	0.325
27	0.635586006809572	26	26	"Churn"	0.325
28	0.647492401215805	26	26	"Churn"	0.325
29	0.645943418283844	26	26	"Churn"	0.325
30	0.618196468692287	26	26	"Churn"	0.325
1	0.597900472887402	27	27	"Churn"	0.325
2	0.588506193316159	27	27	"Churn"	0.325
3	0.597876725092352	27	27	"Churn"	0.325
4	0.577468862304928	27	27	"Churn"	0.325
5	0.615834356224562	25	27	"Churn"	0.325
6	0.6900531744945	26	27	"Churn"	0.325
7	0.624229063822839	27	27	"Churn"	0.325
8	0.620952441183911	27	27	"Churn"	0.325
9	0.633635347842985	27	27	"Churn"	0.325
10	0.61780938106359	27	27	"Churn"	0.325
11	0.639440778252226	27	27	"Churn"	0.325
12	0.617448773083734	27	27	"Churn"	0.325
13	0.674943714486521	27	27	"Churn"	0.325
14	0.613214760442766	27	27	"Churn"	0.325
15	0.590270185850383	25	27	"Churn"	0.325
16	0.605403753285653	27	27	"Churn"	0.325
17	0.591906595757687	26	27	"Churn"	0.325
18	0.671042535846161	27	27	"Churn"	0.325
19	0.603402796096017	27	27	"Churn"	0.325
20	0.678097247867757	27	27	"Churn"	0.325
21	0.615672804872201	27	27	"Churn"	0.325
22	0.641808712121212	27	27	"Churn"	0.325
23	0.651361268939394	27	27	"Churn"	0.325
24	0.587686567164179	27	27	"Churn"	0.325
25	0.602761537187767	27	27	"Churn"	0.325
26	0.679911611088791	27	27	"Churn"	0.325
27	0.649593495934959	27	27	"Churn"	0.325
28	0.575654641053673	27	27	"Churn"	0.325
29	0.595914421157685	27	27	"Churn"	0.325
30	0.579232395511465	27	27	"Churn"	0.325
1	0.617918552036199	28	28	"Churn"	0.325
2	0.634698844290989	28	28	"Churn"	0.325
3	0.579445794590025	28	28	"Churn"	0.325
4	0.632198103792415	26	28	"Churn"	0.325
5	0.596475333177461	28	28	"Churn"	0.325
6	0.648554312610795	28	28	"Churn"	0.325
7	0.635341397527513	27	28	"Churn"	0.325
8	0.6001882390983	28	28	"Churn"	0.325
9	0.630868285942321	28	28	"Churn"	0.325
10	0.615319138733036	27	28	"Churn"	0.325
11	0.6648204095334	28	28	"Churn"	0.325
12	0.674371388411682	28	28	"Churn"	0.325
13	0.64553880084751	27	28	"Churn"	0.325
14	0.574961829998244	28	28	"Churn"	0.325
15	0.646304786356134	28	28	"Churn"	0.325
16	0.676862888929641	28	28	"Churn"	0.325
17	0.617339391377853	28	28	"Churn"	0.325
18	0.589677272985083	28	28	"Churn"	0.325
19	0.615498695416728	28	28	"Churn"	0.325
20	0.636325544111932	28	28	"Churn"	0.325
21	0.606621349446123	28	28	"Churn"	0.325
22	0.620501635768811	28	28	"Churn"	0.325
23	0.59186639963822	28	28	"Churn"	0.325
24	0.629638982953567	28	28	"Churn"	0.325
25	0.650494217972737	28	28	"Churn"	0.325
26	0.591992285080228	28	28	"Churn"	0.325
27	0.614291559504325	28	28	"Churn"	0.325
28	0.613479432073496	28	28	"Churn"	0.325
29	0.659829353338969	28	28	"Churn"	0.325
30	0.626095446471633	27	28	"Churn"	0.325
1	0.642053607300694	29	29	"Churn"	0.325
2	0.631217356368019	29	29	"Churn"	0.325
3	0.627338403977748	27	29	"Churn"	0.325
4	0.592325708278441	28	29	"Churn"	0.325
