"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_y"
14	0.696199633699634	16	21	"Heart"	0.225
15	0.650414696535152	19	21	"Heart"	0.225
16	0.653645833333333	21	21	"Heart"	0.225
17	0.648122710622711	17	21	"Heart"	0.225
18	0.579073174493022	21	21	"Heart"	0.225
19	0.695371862767672	18	21	"Heart"	0.225
20	0.647926755447942	15	21	"Heart"	0.225
21	0.673913043478261	20	21	"Heart"	0.225
22	0.678709824481422	17	21	"Heart"	0.225
23	0.639399440284396	14	21	"Heart"	0.225
24	0.637961470565661	21	21	"Heart"	0.225
25	0.615109555690809	16	21	"Heart"	0.225
26	0.637198666770018	16	21	"Heart"	0.225
27	0.615926157697121	18	21	"Heart"	0.225
28	0.659470699432892	18	21	"Heart"	0.225
29	0.673701298701299	15	21	"Heart"	0.225
30	0.584865196078431	21	21	"Heart"	0.225
1	0.677871148459384	20	22	"Heart"	0.225
2	0.67376347374054	22	22	"Heart"	0.225
3	0.612307692307692	17	22	"Heart"	0.225
4	0.66011257614311	18	22	"Heart"	0.225
5	0.639503077273763	18	22	"Heart"	0.225
6	0.678292516491015	19	22	"Heart"	0.225
7	0.620077972709552	18	22	"Heart"	0.225
8	0.64483762254902	17	22	"Heart"	0.225
9	0.604702818627451	15	22	"Heart"	0.225
10	0.632540121748755	17	22	"Heart"	0.225
11	0.688376677534309	21	22	"Heart"	0.225
12	0.63103802672148	18	22	"Heart"	0.225
13	0.609279609279609	18	22	"Heart"	0.225
14	0.631619047619048	21	22	"Heart"	0.225
15	0.594856532356532	16	22	"Heart"	0.225
16	0.681439393939394	16	22	"Heart"	0.225
17	0.625520006050979	20	22	"Heart"	0.225
18	0.628400899155104	21	22	"Heart"	0.225
19	0.653409090909091	21	22	"Heart"	0.225
20	0.689567430025445	18	22	"Heart"	0.225
21	0.624760150433648	17	22	"Heart"	0.225
22	0.638090193704601	16	22	"Heart"	0.225
23	0.674860853432282	18	22	"Heart"	0.225
24	0.604735883424408	20	22	"Heart"	0.225
25	0.658579118962772	22	22	"Heart"	0.225
26	0.651047619047619	19	22	"Heart"	0.225
27	0.665151515151515	20	22	"Heart"	0.225
28	0.599053724053724	20	22	"Heart"	0.225
29	0.623092185592186	16	22	"Heart"	0.225
30	0.693230010023903	20	22	"Heart"	0.225
1	0.671923076923077	16	23	"Heart"	0.225
2	0.573438466295609	20	23	"Heart"	0.225
3	0.698073541778152	17	23	"Heart"	0.225
4	0.683730158730159	17	23	"Heart"	0.225
5	0.616402921485088	19	23	"Heart"	0.225
6	0.63752276867031	15	23	"Heart"	0.225
7	0.753623188405797	18	23	"Heart"	0.225
8	0.690764925373134	18	23	"Heart"	0.225
9	0.655797101449275	20	23	"Heart"	0.225
10	0.660407937386355	23	23	"Heart"	0.225
11	0.653447742733457	21	23	"Heart"	0.225
12	0.617753623188406	19	23	"Heart"	0.225
13	0.621739130434783	18	23	"Heart"	0.225
14	0.612666464891041	15	23	"Heart"	0.225
15	0.580768938530507	17	23	"Heart"	0.225
16	0.653722426470588	22	23	"Heart"	0.225
17	0.643490558825778	16	23	"Heart"	0.225
18	0.674074074074074	19	23	"Heart"	0.225
19	0.650658700980392	15	23	"Heart"	0.225
20	0.668076923076923	16	23	"Heart"	0.225
21	0.629326047358834	18	23	"Heart"	0.225
22	0.631153846153846	15	23	"Heart"	0.225
23	0.583791208791209	23	23	"Heart"	0.225
24	0.622888158397676	16	23	"Heart"	0.225
25	0.652134354386231	19	23	"Heart"	0.225
26	0.604283271144279	23	23	"Heart"	0.225
27	0.646590909090909	18	23	"Heart"	0.225
28	0.670267802799757	14	23	"Heart"	0.225
29	0.681946182728411	16	23	"Heart"	0.225
30	0.658948685857322	19	23	"Heart"	0.225
1	0.68	18	24	"Heart"	0.225
2	0.707472959685349	16	24	"Heart"	0.225
3	0.646682897139379	23	24	"Heart"	0.225
4	0.75458089668616	18	24	"Heart"	0.225
5	0.638076923076923	19	24	"Heart"	0.225
6	0.686967533962699	22	24	"Heart"	0.225
7	0.649733046457885	22	24	"Heart"	0.225
8	0.656721510349534	23	24	"Heart"	0.225
9	0.675724637681159	20	24	"Heart"	0.225
10	0.603533247403139	16	24	"Heart"	0.225
11	0.619428571428571	18	24	"Heart"	0.225
12	0.641287878787879	19	24	"Heart"	0.225
13	0.612408424908425	19	24	"Heart"	0.225
14	0.598081186453635	17	24	"Heart"	0.225
15	0.603260869565217	17	24	"Heart"	0.225
16	0.691225486396403	16	24	"Heart"	0.225
17	0.670997644555885	20	24	"Heart"	0.225
18	0.684294871794872	18	24	"Heart"	0.225
19	0.67752380952381	18	24	"Heart"	0.225
20	0.659888387737941	18	24	"Heart"	0.225
21	0.661536069651741	24	24	"Heart"	0.225
22	0.632023149264529	22	24	"Heart"	0.225
23	0.634950248756219	20	24	"Heart"	0.225
24	0.581014481765107	19	24	"Heart"	0.225
25	0.685240617084964	16	24	"Heart"	0.225
26	0.628623188405797	16	24	"Heart"	0.225
27	0.676187892411441	20	24	"Heart"	0.225
28	0.652594648777855	21	24	"Heart"	0.225
29	0.644761029411765	18	24	"Heart"	0.225
30	0.686939571150098	21	24	"Heart"	0.225
1	0.674634639303483	17	25	"Heart"	0.225
2	0.695276366669194	18	25	"Heart"	0.225
3	0.685261080752884	20	25	"Heart"	0.225
4	0.696652065081352	21	25	"Heart"	0.225
5	0.604387410721293	19	25	"Heart"	0.225
6	0.646417445482866	17	25	"Heart"	0.225
7	0.67696287279367	20	25	"Heart"	0.225
8	0.608439721733812	15	25	"Heart"	0.225
9	0.642919754562116	18	25	"Heart"	0.225
10	0.632061768977907	16	25	"Heart"	0.225
11	0.658612567434086	17	25	"Heart"	0.225
12	0.665831815421979	17	25	"Heart"	0.225
13	0.649874629587417	19	25	"Heart"	0.225
14	0.642921960072595	17	25	"Heart"	0.225
15	0.688891421624497	21	25	"Heart"	0.225
16	0.652358240593535	14	25	"Heart"	0.225
17	0.659026908635795	21	25	"Heart"	0.225
18	0.612401335761992	18	25	"Heart"	0.225
19	0.674041297935103	19	25	"Heart"	0.225
20	0.664312063417314	17	25	"Heart"	0.225
21	0.622242647058823	17	25	"Heart"	0.225
22	0.737119675456389	16	25	"Heart"	0.225
23	0.674242424242424	22	25	"Heart"	0.225
24	0.626431116839791	18	25	"Heart"	0.225
25	0.654151119402985	17	25	"Heart"	0.225
26	0.647238095238095	18	25	"Heart"	0.225
27	0.658624387254902	17	25	"Heart"	0.225
28	0.662908034553933	17	25	"Heart"	0.225
29	0.690081351689612	17	25	"Heart"	0.225
30	0.639130434782609	18	25	"Heart"	0.225
1	0.648893515305729	19	26	"Heart"	0.225
2	0.641491248361477	20	26	"Heart"	0.225
3	0.661461894992782	19	26	"Heart"	0.225
4	0.639553550951762	17	26	"Heart"	0.225
5	0.623633879781421	20	26	"Heart"	0.225
6	0.630681818181818	18	26	"Heart"	0.225
7	0.651932440657334	16	26	"Heart"	0.225
8	0.606694240196078	19	26	"Heart"	0.225
9	0.668947328185919	18	26	"Heart"	0.225
10	0.628321598909834	19	26	"Heart"	0.225
11	0.60899814471243	19	26	"Heart"	0.225
12	0.615511551155115	20	26	"Heart"	0.225
13	0.641760687696677	19	26	"Heart"	0.225
14	0.676164215686274	19	26	"Heart"	0.225
15	0.648500309214595	20	26	"Heart"	0.225
16	0.586425479282622	18	26	"Heart"	0.225
17	0.664380952380952	15	26	"Heart"	0.225
18	0.584703004357465	17	26	"Heart"	0.225
19	0.698280515074408	16	26	"Heart"	0.225
20	0.705458089668616	17	26	"Heart"	0.225
21	0.618735129326886	22	26	"Heart"	0.225
22	0.637327473205336	19	26	"Heart"	0.225
23	0.653846153846154	17	26	"Heart"	0.225
24	0.613664029214851	18	26	"Heart"	0.225
25	0.625907441016334	17	26	"Heart"	0.225
26	0.60724043715847	20	26	"Heart"	0.225
27	0.613937466878643	20	26	"Heart"	0.225
28	0.684427796040058	17	26	"Heart"	0.225
29	0.608287961282517	16	26	"Heart"	0.225
30	0.613829217949698	18	26	"Heart"	0.225
1	0.687347931873479	17	27	"Heart"	0.225
2	0.694537431527693	17	27	"Heart"	0.225
3	0.644615384615385	16	27	"Heart"	0.225
4	0.686649950611656	19	27	"Heart"	0.225
5	0.66808657609947	20	27	"Heart"	0.225
6	0.710331384015595	16	27	"Heart"	0.225
7	0.629545454545455	17	27	"Heart"	0.225
8	0.593100189035917	27	27	"Heart"	0.225
9	0.709230769230769	22	27	"Heart"	0.225
10	0.638857142857143	23	27	"Heart"	0.225
11	0.707307692307692	25	27	"Heart"	0.225
12	0.68009768009768	17	27	"Heart"	0.225
13	0.671330845771144	20	27	"Heart"	0.225
14	0.662644201578628	18	27	"Heart"	0.225
15	0.715428571428571	14	27	"Heart"	0.225
16	0.66949219056589	26	27	"Heart"	0.225
17	0.665526935643188	19	27	"Heart"	0.225
18	0.642463235294118	18	27	"Heart"	0.225
19	0.605387128637642	18	27	"Heart"	0.225
20	0.728703201302225	17	27	"Heart"	0.225
21	0.620115995115995	20	27	"Heart"	0.225
22	0.610030230214712	21	27	"Heart"	0.225
23	0.630131740196078	19	27	"Heart"	0.225
24	0.608695652173913	18	27	"Heart"	0.225
25	0.649191086691087	24	27	"Heart"	0.225
26	0.666743773614003	19	27	"Heart"	0.225
27	0.697629359471165	18	27	"Heart"	0.225
28	0.651654411764706	22	27	"Heart"	0.225
29	0.703540829479111	17	27	"Heart"	0.225
30	0.63021778584392	18	27	"Heart"	0.225
1	0.652307692307692	21	28	"Heart"	0.225
2	0.689135727328058	19	28	"Heart"	0.225
3	0.680310407790627	23	28	"Heart"	0.225
4	0.671693913577404	21	28	"Heart"	0.225
5	0.635869565217391	17	28	"Heart"	0.225
6	0.657333333333333	20	28	"Heart"	0.225
7	0.648593466424682	20	28	"Heart"	0.225
8	0.659416971916972	21	28	"Heart"	0.225
9	0.638603855721393	21	28	"Heart"	0.225
10	0.608211233211233	19	28	"Heart"	0.225
11	0.642895899542671	24	28	"Heart"	0.225
12	0.617348927875244	20	28	"Heart"	0.225
13	0.651480463980464	18	28	"Heart"	0.225
14	0.681755934266586	18	28	"Heart"	0.225
15	0.637833498967969	18	28	"Heart"	0.225
16	0.705204517704518	18	28	"Heart"	0.225
17	0.702933517156863	18	28	"Heart"	0.225
18	0.625763125763126	19	28	"Heart"	0.225
19	0.662545787545788	16	28	"Heart"	0.225
20	0.653569240196078	19	28	"Heart"	0.225
21	0.637333333333333	17	28	"Heart"	0.225
22	0.680937118437118	22	28	"Heart"	0.225
23	0.645366915422886	18	28	"Heart"	0.225
24	0.691481137909709	24	28	"Heart"	0.225
25	0.669347426470588	21	28	"Heart"	0.225
26	0.671330845771144	18	28	"Heart"	0.225
27	0.638507326007326	14	28	"Heart"	0.225
28	0.700167887667888	23	28	"Heart"	0.225
29	0.68009768009768	16	28	"Heart"	0.225
30	0.65194292653309	19	28	"Heart"	0.225
1	0.655713848039216	24	29	"Heart"	0.225
2	0.654446887557813	15	29	"Heart"	0.225
3	0.674095238095238	21	29	"Heart"	0.225
4	0.636449258299976	22	29	"Heart"	0.225
5	0.669894853348091	18	29	"Heart"	0.225
6	0.654129625408404	20	29	"Heart"	0.225
7	0.600635352847742	16	29	"Heart"	0.225
8	0.631947098845654	15	29	"Heart"	0.225
9	0.612073550642048	18	29	"Heart"	0.225
10	0.628052503052503	21	29	"Heart"	0.225
11	0.676358363858364	18	29	"Heart"	0.225
12	0.682095238095238	19	29	"Heart"	0.225
13	0.681059974220942	20	29	"Heart"	0.225
14	0.616538461538462	20	29	"Heart"	0.225
15	0.631923311016433	19	29	"Heart"	0.225
16	0.686153846153846	21	29	"Heart"	0.225
17	0.667978208232445	20	29	"Heart"	0.225
18	0.666742979242979	18	29	"Heart"	0.225
19	0.626663479161686	16	29	"Heart"	0.225
20	0.636968085106383	20	29	"Heart"	0.225
21	0.643543956043956	16	29	"Heart"	0.225
22	0.660909920876446	19	29	"Heart"	0.225
23	0.646923076923077	18	29	"Heart"	0.225
24	0.64646151461127	19	29	"Heart"	0.225
25	0.70985124468731	18	29	"Heart"	0.225
26	0.669270833333333	16	29	"Heart"	0.225
27	0.666538461538462	16	29	"Heart"	0.225
28	0.656411442670985	16	29	"Heart"	0.225
29	0.708190866955399	22	29	"Heart"	0.225
30	0.623106060606061	21	29	"Heart"	0.225
1	0.665345149253731	16	30	"Heart"	0.225
2	0.605767038978801	19	30	"Heart"	0.225
3	0.668892470642413	19	30	"Heart"	0.225
4	0.639381218905473	17	30	"Heart"	0.225
5	0.629549426335385	18	30	"Heart"	0.225
6	0.604050711193568	22	30	"Heart"	0.225
7	0.701333333333333	17	30	"Heart"	0.225
8	0.704347826086957	25	30	"Heart"	0.225
9	0.656898656898657	17	30	"Heart"	0.225
10	0.694346978557505	13	30	"Heart"	0.225
11	0.648002122981272	21	30	"Heart"	0.225
12	0.697463768115942	19	30	"Heart"	0.225
13	0.686779769526248	18	30	"Heart"	0.225
14	0.667604990870359	24	30	"Heart"	0.225
15	0.648863636363636	17	30	"Heart"	0.225
16	0.674160285086057	20	30	"Heart"	0.225
17	0.611153846153846	20	30	"Heart"	0.225
18	0.619824196160074	16	30	"Heart"	0.225
19	0.626700098776689	18	30	"Heart"	0.225
20	0.582784963315937	18	30	"Heart"	0.225
21	0.675375469336671	20	30	"Heart"	0.225
22	0.62767094017094	19	30	"Heart"	0.225
23	0.655951379863925	16	30	"Heart"	0.225
24	0.702651515151515	20	30	"Heart"	0.225
25	0.686355311355311	20	30	"Heart"	0.225
26	0.628140318627451	16	30	"Heart"	0.225
27	0.681547619047619	17	30	"Heart"	0.225
28	0.654040985493898	19	30	"Heart"	0.225
29	0.671047619047619	17	30	"Heart"	0.225
30	0.670100732600733	22	30	"Heart"	0.225
1	0.770883777239709	1	1	"Heart"	0.25
2	0.803150872116389	1	1	"Heart"	0.25
3	0.805714285714286	1	1	"Heart"	0.25
4	0.800321691176471	1	1	"Heart"	0.25
5	0.807157510827445	1	1	"Heart"	0.25
6	0.829365079365079	1	1	"Heart"	0.25
7	0.839615384615385	1	1	"Heart"	0.25
8	0.796703296703297	1	1	"Heart"	0.25
9	0.767003676470588	1	1	"Heart"	0.25
10	0.770511934914422	1	1	"Heart"	0.25
11	0.769714285714286	1	1	"Heart"	0.25
12	0.820324005891016	1	1	"Heart"	0.25
13	0.808333333333333	1	1	"Heart"	0.25
14	0.834786564561377	1	1	"Heart"	0.25
15	0.814071879036547	1	1	"Heart"	0.25
16	0.804166666666667	1	1	"Heart"	0.25
17	0.743190072639225	1	1	"Heart"	0.25
18	0.76058292852186	1	1	"Heart"	0.25
19	0.841666666666667	1	1	"Heart"	0.25
20	0.751323969606263	1	1	"Heart"	0.25
21	0.790841678770736	1	1	"Heart"	0.25
22	0.811757135286547	1	1	"Heart"	0.25
23	0.841774547656901	1	1	"Heart"	0.25
24	0.778285714285714	1	1	"Heart"	0.25
25	0.693461538461538	1	1	"Heart"	0.25
26	0.824615384615385	1	1	"Heart"	0.25
27	0.832314043268863	1	1	"Heart"	0.25
28	0.807215073529412	1	1	"Heart"	0.25
29	0.745284477427335	1	1	"Heart"	0.25
30	0.78126902008521	1	1	"Heart"	0.25
1	0.858323809523809	2	2	"Heart"	0.25
2	0.791202844774273	2	2	"Heart"	0.25
3	0.834710743801653	2	2	"Heart"	0.25
4	0.822904055690073	2	2	"Heart"	0.25
5	0.848360655737705	2	2	"Heart"	0.25
6	0.860451891727955	2	2	"Heart"	0.25
7	0.80872380952381	2	2	"Heart"	0.25
8	0.853595824698749	2	2	"Heart"	0.25
9	0.826740689336109	2	2	"Heart"	0.25
10	0.840599876314162	2	2	"Heart"	0.25
11	0.887124530663329	2	2	"Heart"	0.25
12	0.805653021442495	2	2	"Heart"	0.25
13	0.855553833036199	1	2	"Heart"	0.25
14	0.81219474969475	2	2	"Heart"	0.25
15	0.809790476190476	2	2	"Heart"	0.25
16	0.782988871224165	2	2	"Heart"	0.25
17	0.782562385879489	1	2	"Heart"	0.25
18	0.776108075288403	2	2	"Heart"	0.25
19	0.819852941176471	2	2	"Heart"	0.25
20	0.86528176110379	2	2	"Heart"	0.25
21	0.800213675213675	2	2	"Heart"	0.25
22	0.813312058354228	2	2	"Heart"	0.25
23	0.812751996205234	2	2	"Heart"	0.25
24	0.812615384615385	2	2	"Heart"	0.25
25	0.784503631961259	2	2	"Heart"	0.25
26	0.833797155225727	2	2	"Heart"	0.25
27	0.86408247108947	2	2	"Heart"	0.25
28	0.800582627118644	2	2	"Heart"	0.25
29	0.825773275001919	2	2	"Heart"	0.25
30	0.814751221001221	2	2	"Heart"	0.25
1	0.782673041894353	3	3	"Heart"	0.25
2	0.812259634251629	3	3	"Heart"	0.25
3	0.814981879867376	3	3	"Heart"	0.25
4	0.845151515151515	3	3	"Heart"	0.25
5	0.82799938157081	3	3	"Heart"	0.25
6	0.854670350756006	3	3	"Heart"	0.25
7	0.87633547008547	3	3	"Heart"	0.25
8	0.824581694810702	3	3	"Heart"	0.25
9	0.884737617238974	3	3	"Heart"	0.25
10	0.868551587301587	3	3	"Heart"	0.25
11	0.883298635207032	3	3	"Heart"	0.25
12	0.842109262214117	3	3	"Heart"	0.25
13	0.860934664246824	3	3	"Heart"	0.25
14	0.859737484737485	3	3	"Heart"	0.25
15	0.843781056494152	3	3	"Heart"	0.25
16	0.83398199023199	2	3	"Heart"	0.25
17	0.875303582270795	3	3	"Heart"	0.25
18	0.80919487297567	3	3	"Heart"	0.25
19	0.882769016697588	3	3	"Heart"	0.25
20	0.848757693184409	3	3	"Heart"	0.25
21	0.748042787380823	3	3	"Heart"	0.25
22	0.852769230769231	3	3	"Heart"	0.25
23	0.863504319241648	3	3	"Heart"	0.25
24	0.824455205811138	3	3	"Heart"	0.25
25	0.817150635208711	3	3	"Heart"	0.25
26	0.82695810564663	3	3	"Heart"	0.25
27	0.868283242258652	3	3	"Heart"	0.25
28	0.836037607096823	3	3	"Heart"	0.25
29	0.827862624420637	3	3	"Heart"	0.25
30	0.829552614996849	3	3	"Heart"	0.25
1	0.86817867833295	4	4	"Heart"	0.25
2	0.798231633272617	4	4	"Heart"	0.25
3	0.79287157960199	4	4	"Heart"	0.25
4	0.766279158118684	4	4	"Heart"	0.25
5	0.796527400976669	4	4	"Heart"	0.25
6	0.820866599488412	4	4	"Heart"	0.25
7	0.896782027929569	4	4	"Heart"	0.25
8	0.861538461538462	4	4	"Heart"	0.25
9	0.848409090909091	4	4	"Heart"	0.25
10	0.828741651487553	4	4	"Heart"	0.25
11	0.822265625	4	4	"Heart"	0.25
12	0.815504761904762	4	4	"Heart"	0.25
13	0.856012537267793	4	4	"Heart"	0.25
14	0.831954656862745	4	4	"Heart"	0.25
15	0.850197808886184	4	4	"Heart"	0.25
16	0.843961904761905	4	4	"Heart"	0.25
17	0.829923076923077	4	4	"Heart"	0.25
18	0.865262107606109	4	4	"Heart"	0.25
19	0.835927960927961	4	4	"Heart"	0.25
20	0.731905748714406	4	4	"Heart"	0.25
21	0.783769841269841	4	4	"Heart"	0.25
22	0.783898305084746	4	4	"Heart"	0.25
23	0.792553606237817	4	4	"Heart"	0.25
24	0.822290528233151	4	4	"Heart"	0.25
25	0.829858150530967	4	4	"Heart"	0.25
26	0.864430147058823	4	4	"Heart"	0.25
27	0.77853375124226	4	4	"Heart"	0.25
28	0.844074607627568	4	4	"Heart"	0.25
29	0.805115049751244	4	4	"Heart"	0.25
30	0.822846788495643	4	4	"Heart"	0.25
1	0.737954545454545	5	5	"Heart"	0.25
2	0.752233378132659	5	5	"Heart"	0.25
3	0.812770562770563	5	5	"Heart"	0.25
4	0.837055798603116	5	5	"Heart"	0.25
5	0.792300669506999	5	5	"Heart"	0.25
6	0.811052878598248	5	5	"Heart"	0.25
7	0.762366081604741	5	5	"Heart"	0.25
8	0.776257654445392	5	5	"Heart"	0.25
9	0.780961538461538	5	5	"Heart"	0.25
10	0.844423977281449	5	5	"Heart"	0.25
11	0.806624922696351	5	5	"Heart"	0.25
12	0.808596165739023	5	5	"Heart"	0.25
13	0.788471829370843	5	5	"Heart"	0.25
14	0.739327347195967	5	5	"Heart"	0.25
15	0.773699713200527	5	5	"Heart"	0.25
16	0.804435483870968	5	5	"Heart"	0.25
17	0.795419963481436	5	5	"Heart"	0.25
18	0.849295238095238	5	5	"Heart"	0.25
19	0.819309927360775	5	5	"Heart"	0.25
20	0.739181286549708	5	5	"Heart"	0.25
21	0.747124697336562	5	5	"Heart"	0.25
22	0.877076023391813	5	5	"Heart"	0.25
23	0.800984848484849	5	5	"Heart"	0.25
24	0.780825680872773	5	5	"Heart"	0.25
25	0.770176252319109	5	5	"Heart"	0.25
26	0.766538461538462	5	5	"Heart"	0.25
27	0.761185857321652	5	5	"Heart"	0.25
28	0.803803339517625	5	5	"Heart"	0.25
29	0.794698383084577	5	5	"Heart"	0.25
30	0.709635416666667	5	5	"Heart"	0.25
1	0.765074211502783	6	6	"Heart"	0.25
2	0.797317832991414	6	6	"Heart"	0.25
3	0.803116037516472	6	6	"Heart"	0.25
4	0.763230769230769	6	6	"Heart"	0.25
5	0.83628827999079	6	6	"Heart"	0.25
6	0.812232905982906	6	6	"Heart"	0.25
7	0.733980952380952	6	6	"Heart"	0.25
8	0.717070560354713	6	6	"Heart"	0.25
9	0.737637362637363	6	6	"Heart"	0.25
10	0.712487679126545	6	6	"Heart"	0.25
11	0.787550848108067	6	6	"Heart"	0.25
12	0.797892574558734	6	6	"Heart"	0.25
13	0.790326286764706	6	6	"Heart"	0.25
14	0.782015315793464	6	6	"Heart"	0.25
15	0.707774591116968	6	6	"Heart"	0.25
16	0.773571256329877	6	6	"Heart"	0.25
17	0.795	6	6	"Heart"	0.25
18	0.754697855750487	6	6	"Heart"	0.25
19	0.808188339438339	6	6	"Heart"	0.25
20	0.764516617457794	6	6	"Heart"	0.25
21	0.661784844796105	6	6	"Heart"	0.25
22	0.719742063492063	6	6	"Heart"	0.25
23	0.732251132089953	6	6	"Heart"	0.25
24	0.757912355447352	6	6	"Heart"	0.25
25	0.80146144278607	6	6	"Heart"	0.25
26	0.75468253968254	6	6	"Heart"	0.25
27	0.740568181818182	6	6	"Heart"	0.25
28	0.742664341496702	6	6	"Heart"	0.25
29	0.742045454545455	6	6	"Heart"	0.25
30	0.73789985563407	6	6	"Heart"	0.25
1	0.704771995918688	7	7	"Heart"	0.25
2	0.685478855721393	7	7	"Heart"	0.25
3	0.67069613938138	7	7	"Heart"	0.25
4	0.746500304321363	7	7	"Heart"	0.25
5	0.727876275999693	7	7	"Heart"	0.25
6	0.732672518159806	7	7	"Heart"	0.25
7	0.706899249061327	7	7	"Heart"	0.25
8	0.71598440545809	7	7	"Heart"	0.25
9	0.735463308457711	7	7	"Heart"	0.25
10	0.739448051948052	7	7	"Heart"	0.25
11	0.718058447066081	7	7	"Heart"	0.25
12	0.722763237979306	7	7	"Heart"	0.25
13	0.694340796019901	7	7	"Heart"	0.25
14	0.743503739686946	7	7	"Heart"	0.25
15	0.73965307364577	7	7	"Heart"	0.25
16	0.687891113892365	7	7	"Heart"	0.25
17	0.756461538461538	7	7	"Heart"	0.25
18	0.722789115646258	7	7	"Heart"	0.25
19	0.756764069264069	7	7	"Heart"	0.25
20	0.756375474769398	7	7	"Heart"	0.25
21	0.710927722152691	7	7	"Heart"	0.25
22	0.670628571428571	7	7	"Heart"	0.25
23	0.800091074681239	7	7	"Heart"	0.25
24	0.756769230769231	7	7	"Heart"	0.25
25	0.746482683982684	7	7	"Heart"	0.25
26	0.732237251243781	7	7	"Heart"	0.25
27	0.733211233211233	7	7	"Heart"	0.25
28	0.694278428560045	7	7	"Heart"	0.25
29	0.739033090467517	7	7	"Heart"	0.25
30	0.693373015873016	7	7	"Heart"	0.25
1	0.763504761904762	8	8	"Heart"	0.25
2	0.793609198998748	8	8	"Heart"	0.25
3	0.68903983421598	8	8	"Heart"	0.25
4	0.788573811509591	8	8	"Heart"	0.25
5	0.701161202185792	8	8	"Heart"	0.25
6	0.669117647058823	8	8	"Heart"	0.25
7	0.650019493177388	8	8	"Heart"	0.25
8	0.736874236874237	8	8	"Heart"	0.25
9	0.651597205870811	8	8	"Heart"	0.25
10	0.653273466881572	8	8	"Heart"	0.25
11	0.652856367723432	8	8	"Heart"	0.25
12	0.668726533166458	8	8	"Heart"	0.25
13	0.713205683458704	8	8	"Heart"	0.25
14	0.661515567765568	8	8	"Heart"	0.25
15	0.612630208333333	8	8	"Heart"	0.25
16	0.619027693244066	8	8	"Heart"	0.25
17	0.696124763705104	8	8	"Heart"	0.25
18	0.708535108958838	8	8	"Heart"	0.25
19	0.771655111961112	8	8	"Heart"	0.25
20	0.674319727891156	8	8	"Heart"	0.25
21	0.749015151515152	8	8	"Heart"	0.25
22	0.708797155225727	8	8	"Heart"	0.25
23	0.713273590686274	8	8	"Heart"	0.25
24	0.686309523809524	8	8	"Heart"	0.25
25	0.694495980210266	8	8	"Heart"	0.25
26	0.746999464872716	8	8	"Heart"	0.25
27	0.694807692307692	8	8	"Heart"	0.25
28	0.673799059295243	8	8	"Heart"	0.25
29	0.609269230769231	8	8	"Heart"	0.25
30	0.704770237370663	8	8	"Heart"	0.25
1	0.624497687466828	9	9	"Heart"	0.25
2	0.747787610619469	9	9	"Heart"	0.25
3	0.678595851379075	9	9	"Heart"	0.25
4	0.70289354516847	9	9	"Heart"	0.25
5	0.632864459903677	9	9	"Heart"	0.25
6	0.648851186853317	9	9	"Heart"	0.25
7	0.56604462474645	9	9	"Heart"	0.25
8	0.643366727383121	9	9	"Heart"	0.25
9	0.623394878808601	9	9	"Heart"	0.25
10	0.650981436396835	9	9	"Heart"	0.25
11	0.670840922890103	9	9	"Heart"	0.25
12	0.628982843137255	9	9	"Heart"	0.25
13	0.688687193627451	9	9	"Heart"	0.25
14	0.65964590964591	9	9	"Heart"	0.25
15	0.625672909242551	9	9	"Heart"	0.25
16	0.675846153846154	9	9	"Heart"	0.25
17	0.660786921151439	9	9	"Heart"	0.25
18	0.689083820662768	9	9	"Heart"	0.25
19	0.654446887557813	9	9	"Heart"	0.25
20	0.654481132075472	9	9	"Heart"	0.25
21	0.598112063082872	9	9	"Heart"	0.25
22	0.675555386488132	9	9	"Heart"	0.25
23	0.72461247637051	9	9	"Heart"	0.25
24	0.724795211090107	9	9	"Heart"	0.25
25	0.58770897103838	9	9	"Heart"	0.25
26	0.664713937918442	9	9	"Heart"	0.25
27	0.654808504106225	9	9	"Heart"	0.25
28	0.675923809523809	9	9	"Heart"	0.25
29	0.588287729633362	9	9	"Heart"	0.25
30	0.625487348062075	9	9	"Heart"	0.25
1	0.687076923076923	10	10	"Heart"	0.25
2	0.669566544566545	10	10	"Heart"	0.25
3	0.738759572370915	10	10	"Heart"	0.25
4	0.610833522598228	10	10	"Heart"	0.25
5	0.648430970291011	10	10	"Heart"	0.25
6	0.570520099931865	10	10	"Heart"	0.25
7	0.576171875	10	10	"Heart"	0.25
8	0.628737981679158	10	10	"Heart"	0.25
9	0.571854894969382	10	10	"Heart"	0.25
10	0.675270772393075	10	10	"Heart"	0.25
11	0.735407510216671	10	10	"Heart"	0.25
12	0.622946475887652	10	10	"Heart"	0.25
13	0.645198412698413	10	10	"Heart"	0.25
14	0.650346153846154	10	10	"Heart"	0.25
15	0.576899810964083	10	10	"Heart"	0.25
16	0.566774119272392	10	10	"Heart"	0.25
17	0.555867446393762	10	10	"Heart"	0.25
18	0.677231968810916	10	10	"Heart"	0.25
19	0.589684549850334	10	10	"Heart"	0.25
20	0.624923076923077	10	10	"Heart"	0.25
21	0.605712739641311	10	10	"Heart"	0.25
22	0.628533333333333	10	10	"Heart"	0.25
23	0.622557997557998	10	10	"Heart"	0.25
24	0.504281018270774	10	10	"Heart"	0.25
25	0.639685792349727	10	10	"Heart"	0.25
