"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
8	0.83559269539114	22	22	"Churn"	"No"	0.1
9	0.845855122875147	18	22	"Churn"	"No"	0.1
10	0.888909680638723	17	22	"Churn"	"No"	0.1
11	0.884292140151515	22	22	"Churn"	"No"	0.1
12	0.890041610436347	18	22	"Churn"	"No"	0.1
13	0.849901395535793	17	22	"Churn"	"No"	0.1
14	0.868315723015712	19	22	"Churn"	"No"	0.1
15	0.88309803404143	19	22	"Churn"	"No"	0.1
16	0.84899013068897	18	22	"Churn"	"No"	0.1
17	0.880395505826856	22	22	"Churn"	"No"	0.1
18	0.861031674208145	20	22	"Churn"	"No"	0.1
19	0.879902300443459	19	22	"Churn"	"No"	0.1
20	0.895046164772727	15	22	"Churn"	"No"	0.1
21	0.848778735632184	19	22	"Churn"	"No"	0.1
22	0.838850240323805	18	22	"Churn"	"No"	0.1
23	0.872907743809383	17	22	"Churn"	"No"	0.1
24	0.867376809237274	18	22	"Churn"	"No"	0.1
25	0.866948769300342	18	22	"Churn"	"No"	0.1
26	0.879755434782609	18	22	"Churn"	"No"	0.1
27	0.873206284385457	19	22	"Churn"	"No"	0.1
28	0.901725855033035	18	22	"Churn"	"No"	0.1
29	0.909724195075758	18	22	"Churn"	"No"	0.1
30	0.862651434833883	19	22	"Churn"	"No"	0.1
1	0.900084464555053	17	23	"Churn"	"No"	0.1
2	0.903069126593728	22	23	"Churn"	"No"	0.1
3	0.889420991983347	20	23	"Churn"	"No"	0.1
4	0.870195777697582	20	23	"Churn"	"No"	0.1
5	0.867661240661345	20	23	"Churn"	"No"	0.1
6	0.902480033627575	18	23	"Churn"	"No"	0.1
7	0.83033938079979	21	23	"Churn"	"No"	0.1
8	0.87614228219697	18	23	"Churn"	"No"	0.1
9	0.862387676508344	19	23	"Churn"	"No"	0.1
10	0.867617189282943	18	23	"Churn"	"No"	0.1
11	0.861158831797595	23	23	"Churn"	"No"	0.1
12	0.907507044306257	20	23	"Churn"	"No"	0.1
13	0.820326336812752	21	23	"Churn"	"No"	0.1
14	0.900850678733032	22	23	"Churn"	"No"	0.1
15	0.875509519014051	19	23	"Churn"	"No"	0.1
16	0.84904096167615	19	23	"Churn"	"No"	0.1
17	0.891389992985738	20	23	"Churn"	"No"	0.1
18	0.852910394728342	18	23	"Churn"	"No"	0.1
19	0.881306319233197	17	23	"Churn"	"No"	0.1
20	0.892601733340986	20	23	"Churn"	"No"	0.1
21	0.865147847363215	17	23	"Churn"	"No"	0.1
22	0.880382860614435	21	23	"Churn"	"No"	0.1
23	0.857128109211038	17	23	"Churn"	"No"	0.1
24	0.838684352664833	20	23	"Churn"	"No"	0.1
25	0.86521156085683	20	23	"Churn"	"No"	0.1
26	0.851830796503454	19	23	"Churn"	"No"	0.1
27	0.861605110043005	17	23	"Churn"	"No"	0.1
28	0.849261849261849	21	23	"Churn"	"No"	0.1
29	0.908641234663749	19	23	"Churn"	"No"	0.1
30	0.850242660984848	18	23	"Churn"	"No"	0.1
1	0.885869565217391	20	24	"Churn"	"No"	0.1
2	0.853127565681445	24	24	"Churn"	"No"	0.1
3	0.852235228539576	17	24	"Churn"	"No"	0.1
4	0.900628198297545	17	24	"Churn"	"No"	0.1
5	0.889258647493199	17	24	"Churn"	"No"	0.1
6	0.900936406917995	17	24	"Churn"	"No"	0.1
7	0.861225003596605	23	24	"Churn"	"No"	0.1
8	0.868054438187182	17	24	"Churn"	"No"	0.1
9	0.842234930225867	15	24	"Churn"	"No"	0.1
10	0.890437405731523	20	24	"Churn"	"No"	0.1
11	0.866658234252466	18	24	"Churn"	"No"	0.1
12	0.90488179158874	20	24	"Churn"	"No"	0.1
13	0.875470314834283	18	24	"Churn"	"No"	0.1
14	0.873102708500939	20	24	"Churn"	"No"	0.1
15	0.889121433838126	19	24	"Churn"	"No"	0.1
16	0.90078431372549	17	24	"Churn"	"No"	0.1
17	0.903054694038301	20	24	"Churn"	"No"	0.1
18	0.879146478905969	20	24	"Churn"	"No"	0.1
19	0.812569591918728	19	24	"Churn"	"No"	0.1
20	0.859783380681818	20	24	"Churn"	"No"	0.1
21	0.887754834480498	19	24	"Churn"	"No"	0.1
22	0.868619791666667	18	24	"Churn"	"No"	0.1
23	0.894906237854644	22	24	"Churn"	"No"	0.1
24	0.868240580630742	20	24	"Churn"	"No"	0.1
25	0.856066524621212	19	24	"Churn"	"No"	0.1
26	0.865290294685925	18	24	"Churn"	"No"	0.1
27	0.856054771074026	19	24	"Churn"	"No"	0.1
28	0.857666146497195	17	24	"Churn"	"No"	0.1
29	0.896085633932159	22	24	"Churn"	"No"	0.1
30	0.881465660638482	16	24	"Churn"	"No"	0.1
1	0.875891659962456	18	25	"Churn"	"No"	0.1
2	0.895646248105264	19	25	"Churn"	"No"	0.1
3	0.854489127893383	20	25	"Churn"	"No"	0.1
4	0.844755384597287	17	25	"Churn"	"No"	0.1
5	0.867512274959083	22	25	"Churn"	"No"	0.1
6	0.871527953453074	20	25	"Churn"	"No"	0.1
7	0.920795223577236	16	25	"Churn"	"No"	0.1
8	0.873786921692487	17	25	"Churn"	"No"	0.1
9	0.879102290731057	21	25	"Churn"	"No"	0.1
10	0.892908917442105	16	25	"Churn"	"No"	0.1
11	0.864426364253636	20	25	"Churn"	"No"	0.1
12	0.892903645833333	19	25	"Churn"	"No"	0.1
13	0.834209256180619	18	25	"Churn"	"No"	0.1
14	0.864746915105104	19	25	"Churn"	"No"	0.1
15	0.891494002181025	18	25	"Churn"	"No"	0.1
16	0.883926346190497	20	25	"Churn"	"No"	0.1
17	0.882674006893226	17	25	"Churn"	"No"	0.1
18	0.872255149630781	20	25	"Churn"	"No"	0.1
19	0.89705580693816	18	25	"Churn"	"No"	0.1
20	0.875575221238938	20	25	"Churn"	"No"	0.1
21	0.85913135668934	21	25	"Churn"	"No"	0.1
22	0.875018461084035	17	25	"Churn"	"No"	0.1
23	0.760837769145926	20	25	"Churn"	"No"	0.1
24	0.889540999589491	18	25	"Churn"	"No"	0.1
25	0.895461360228976	20	25	"Churn"	"No"	0.1
26	0.856089696253631	19	25	"Churn"	"No"	0.1
27	0.874583076765189	18	25	"Churn"	"No"	0.1
28	0.875993281219717	25	25	"Churn"	"No"	0.1
29	0.850246648115355	17	25	"Churn"	"No"	0.1
30	0.888882511622568	16	25	"Churn"	"No"	0.1
1	0.858870005401264	18	26	"Churn"	"No"	0.1
2	0.877938117977854	15	26	"Churn"	"No"	0.1
3	0.893144447255249	17	26	"Churn"	"No"	0.1
4	0.887802754937596	24	26	"Churn"	"No"	0.1
5	0.900855409428345	19	26	"Churn"	"No"	0.1
6	0.837553267045455	21	26	"Churn"	"No"	0.1
7	0.842524887110016	18	26	"Churn"	"No"	0.1
8	0.84627619760479	21	26	"Churn"	"No"	0.1
9	0.889593870423892	20	26	"Churn"	"No"	0.1
10	0.848672852826931	20	26	"Churn"	"No"	0.1
11	0.864120663650075	19	26	"Churn"	"No"	0.1
12	0.882238310708899	22	26	"Churn"	"No"	0.1
13	0.883002713519273	18	26	"Churn"	"No"	0.1
14	0.881132211192634	21	26	"Churn"	"No"	0.1
15	0.842622607968211	23	26	"Churn"	"No"	0.1
16	0.911360628052399	19	26	"Churn"	"No"	0.1
17	0.838888033661741	20	26	"Churn"	"No"	0.1
18	0.865504963314631	26	26	"Churn"	"No"	0.1
19	0.889743144956447	18	26	"Churn"	"No"	0.1
20	0.884604948640093	20	26	"Churn"	"No"	0.1
21	0.866218289934302	16	26	"Churn"	"No"	0.1
22	0.899834556178967	21	26	"Churn"	"No"	0.1
23	0.882594268476621	18	26	"Churn"	"No"	0.1
24	0.83813757183908	19	26	"Churn"	"No"	0.1
25	0.867486718947635	19	26	"Churn"	"No"	0.1
26	0.879393729474548	20	26	"Churn"	"No"	0.1
27	0.89386564762671	23	26	"Churn"	"No"	0.1
28	0.885055634469697	16	26	"Churn"	"No"	0.1
29	0.836423541572453	22	26	"Churn"	"No"	0.1
30	0.840639111247947	18	26	"Churn"	"No"	0.1
1	0.878257152415528	18	27	"Churn"	"No"	0.1
2	0.86932073774179	17	27	"Churn"	"No"	0.1
3	0.893026654196867	19	27	"Churn"	"No"	0.1
4	0.838160569105691	17	27	"Churn"	"No"	0.1
5	0.85329846224204	19	27	"Churn"	"No"	0.1
6	0.905281455254516	17	27	"Churn"	"No"	0.1
7	0.865447394296952	15	27	"Churn"	"No"	0.1
8	0.870774497218656	24	27	"Churn"	"No"	0.1
9	0.884372628383506	19	27	"Churn"	"No"	0.1
10	0.816939128818246	20	27	"Churn"	"No"	0.1
11	0.86642167081611	19	27	"Churn"	"No"	0.1
12	0.829965672348485	20	27	"Churn"	"No"	0.1
13	0.853939372814203	23	27	"Churn"	"No"	0.1
14	0.877381696079963	19	27	"Churn"	"No"	0.1
15	0.85682778445488	17	27	"Churn"	"No"	0.1
16	0.906051714652485	17	27	"Churn"	"No"	0.1
17	0.896426764482671	19	27	"Churn"	"No"	0.1
18	0.881277621534753	18	27	"Churn"	"No"	0.1
19	0.866097732055179	18	27	"Churn"	"No"	0.1
20	0.900324351297405	20	27	"Churn"	"No"	0.1
21	0.874241917502787	17	27	"Churn"	"No"	0.1
22	0.881195012754438	19	27	"Churn"	"No"	0.1
23	0.878762790808486	18	27	"Churn"	"No"	0.1
24	0.879888692132558	19	27	"Churn"	"No"	0.1
25	0.86723304508356	18	27	"Churn"	"No"	0.1
26	0.894338823891626	19	27	"Churn"	"No"	0.1
27	0.875694444444444	21	27	"Churn"	"No"	0.1
28	0.864599875310254	20	27	"Churn"	"No"	0.1
29	0.925088507625272	21	27	"Churn"	"No"	0.1
30	0.883828737667594	22	27	"Churn"	"No"	0.1
1	0.868803267045455	20	28	"Churn"	"No"	0.1
2	0.877705278118742	17	28	"Churn"	"No"	0.1
3	0.886515080664017	18	28	"Churn"	"No"	0.1
4	0.846027149321267	21	28	"Churn"	"No"	0.1
5	0.859435871490008	20	28	"Churn"	"No"	0.1
6	0.856963259441708	19	28	"Churn"	"No"	0.1
7	0.88098235265909	21	28	"Churn"	"No"	0.1
8	0.88524082300678	19	28	"Churn"	"No"	0.1
9	0.878354796387583	19	28	"Churn"	"No"	0.1
10	0.840354767184035	17	28	"Churn"	"No"	0.1
11	0.884069710650768	21	28	"Churn"	"No"	0.1
12	0.839367122552963	18	28	"Churn"	"No"	0.1
13	0.823950249445676	21	28	"Churn"	"No"	0.1
14	0.865564037319763	17	28	"Churn"	"No"	0.1
15	0.870191906798337	16	28	"Churn"	"No"	0.1
16	0.87126996007984	20	28	"Churn"	"No"	0.1
17	0.841001777684827	20	28	"Churn"	"No"	0.1
18	0.884452075025846	19	28	"Churn"	"No"	0.1
19	0.857227138643068	19	28	"Churn"	"No"	0.1
20	0.83790201127089	19	28	"Churn"	"No"	0.1
21	0.874952651515152	18	28	"Churn"	"No"	0.1
22	0.856499508357915	22	28	"Churn"	"No"	0.1
23	0.84819919460042	19	28	"Churn"	"No"	0.1
24	0.914894091415831	19	28	"Churn"	"No"	0.1
25	0.880866632367233	20	28	"Churn"	"No"	0.1
26	0.885782706023218	17	28	"Churn"	"No"	0.1
27	0.885065272066749	20	28	"Churn"	"No"	0.1
28	0.866255919408122	20	28	"Churn"	"No"	0.1
29	0.87179745927097	20	28	"Churn"	"No"	0.1
30	0.890491704374057	22	28	"Churn"	"No"	0.1
1	0.828652900688299	20	29	"Churn"	"No"	0.1
2	0.862697774202199	19	29	"Churn"	"No"	0.1
3	0.874270931971949	18	29	"Churn"	"No"	0.1
4	0.843614575875193	18	29	"Churn"	"No"	0.1
5	0.876169997470276	18	29	"Churn"	"No"	0.1
6	0.861942654293781	17	29	"Churn"	"No"	0.1
7	0.865775602409639	19	29	"Churn"	"No"	0.1
8	0.877094228645189	16	29	"Churn"	"No"	0.1
9	0.873846153846154	19	29	"Churn"	"No"	0.1
10	0.822155645824151	16	29	"Churn"	"No"	0.1
11	0.834962835211815	18	29	"Churn"	"No"	0.1
12	0.830711859400384	19	29	"Churn"	"No"	0.1
13	0.816490939796431	23	29	"Churn"	"No"	0.1
14	0.901171294298183	16	29	"Churn"	"No"	0.1
15	0.901429738562092	19	29	"Churn"	"No"	0.1
16	0.86332455654102	17	29	"Churn"	"No"	0.1
17	0.85029132498921	18	29	"Churn"	"No"	0.1
18	0.913867962829303	22	29	"Churn"	"No"	0.1
19	0.836606243705942	19	29	"Churn"	"No"	0.1
20	0.849116138763198	20	29	"Churn"	"No"	0.1
21	0.879148910984848	23	29	"Churn"	"No"	0.1
22	0.884904977375566	20	29	"Churn"	"No"	0.1
23	0.894926093514329	17	29	"Churn"	"No"	0.1
24	0.88564595022299	16	29	"Churn"	"No"	0.1
25	0.901656969390336	17	29	"Churn"	"No"	0.1
26	0.88492373366651	17	29	"Churn"	"No"	0.1
27	0.875569498176497	17	29	"Churn"	"No"	0.1
28	0.876312733052143	18	29	"Churn"	"No"	0.1
29	0.868486696230599	17	29	"Churn"	"No"	0.1
30	0.871679197994987	21	29	"Churn"	"No"	0.1
1	0.871555892937472	19	30	"Churn"	"No"	0.1
2	0.832816422980357	24	30	"Churn"	"No"	0.1
3	0.880196496212121	23	30	"Churn"	"No"	0.1
4	0.857208860430007	18	30	"Churn"	"No"	0.1
5	0.817006071338224	18	30	"Churn"	"No"	0.1
6	0.870452419632748	21	30	"Churn"	"No"	0.1
7	0.899066003223112	17	30	"Churn"	"No"	0.1
8	0.875022045855379	19	30	"Churn"	"No"	0.1
9	0.854667155694113	23	30	"Churn"	"No"	0.1
10	0.855250667077176	18	30	"Churn"	"No"	0.1
11	0.876329916439953	21	30	"Churn"	"No"	0.1
12	0.879767247176362	19	30	"Churn"	"No"	0.1
13	0.873997865583841	21	30	"Churn"	"No"	0.1
14	0.860529813788804	16	30	"Churn"	"No"	0.1
15	0.881227151718955	20	30	"Churn"	"No"	0.1
16	0.85374053030303	17	30	"Churn"	"No"	0.1
17	0.893931144007714	19	30	"Churn"	"No"	0.1
18	0.844946317528177	22	30	"Churn"	"No"	0.1
19	0.884364069179946	20	30	"Churn"	"No"	0.1
20	0.860415588336784	16	30	"Churn"	"No"	0.1
21	0.8979390372833	19	30	"Churn"	"No"	0.1
22	0.870021424674305	21	30	"Churn"	"No"	0.1
23	0.874868542310403	20	30	"Churn"	"No"	0.1
24	0.813358428532288	17	30	"Churn"	"No"	0.1
25	0.88778986511456	18	30	"Churn"	"No"	0.1
26	0.859315996998106	16	30	"Churn"	"No"	0.1
27	0.901400862068966	18	30	"Churn"	"No"	0.1
28	0.894107821340768	21	30	"Churn"	"No"	0.1
29	0.880264413247921	18	30	"Churn"	"No"	0.1
30	0.857236670920738	18	30	"Churn"	"No"	0.1
1	0.629136063098327	1	1	"Churn"	"No"	0.3
2	0.613420187199595	1	1	"Churn"	"No"	0.3
3	0.602419920505027	1	1	"Churn"	"No"	0.3
4	0.639475113122172	1	1	"Churn"	"No"	0.3
5	0.644391466471056	1	1	"Churn"	"No"	0.3
6	0.5	0	1	"Churn"	"No"	0.3
7	0.657829663178718	1	1	"Churn"	"No"	0.3
8	0.625537541544069	1	1	"Churn"	"No"	0.3
9	0.659930139720559	1	1	"Churn"	"No"	0.3
10	0.5	0	1	"Churn"	"No"	0.3
11	0.631444464820588	1	1	"Churn"	"No"	0.3
12	0.637203888812817	1	1	"Churn"	"No"	0.3
13	0.638384181888846	1	1	"Churn"	"No"	0.3
14	0.648980948161276	1	1	"Churn"	"No"	0.3
15	0.631316300091789	1	1	"Churn"	"No"	0.3
16	0.635352896534278	1	1	"Churn"	"No"	0.3
17	0.633932793773898	1	1	"Churn"	"No"	0.3
18	0.659031286436067	1	1	"Churn"	"No"	0.3
19	0.609858387799564	1	1	"Churn"	"No"	0.3
20	0.623475113122172	1	1	"Churn"	"No"	0.3
21	0.586275808381842	1	1	"Churn"	"No"	0.3
22	0.636814846784635	1	1	"Churn"	"No"	0.3
23	0.640783100752889	1	1	"Churn"	"No"	0.3
24	0.662175648702595	1	1	"Churn"	"No"	0.3
25	0.599006762468301	1	1	"Churn"	"No"	0.3
26	0.611427145708583	1	1	"Churn"	"No"	0.3
27	0.642839321357285	1	1	"Churn"	"No"	0.3
28	0.644678492239468	1	1	"Churn"	"No"	0.3
29	0.690753601561155	1	1	"Churn"	"No"	0.3
30	0.63069258512134	1	1	"Churn"	"No"	0.3
1	0.644573095392768	2	2	"Churn"	"No"	0.3
2	0.666840750097163	2	2	"Churn"	"No"	0.3
3	0.618273312337396	2	2	"Churn"	"No"	0.3
4	0.62883257918552	2	2	"Churn"	"No"	0.3
5	0.629091653027823	2	2	"Churn"	"No"	0.3
6	0.632317273025238	2	2	"Churn"	"No"	0.3
7	0.632721533785364	2	2	"Churn"	"No"	0.3
8	0.613394216133942	2	2	"Churn"	"No"	0.3
9	0.609735904797074	2	2	"Churn"	"No"	0.3
10	0.632952844311377	2	2	"Churn"	"No"	0.3
11	0.640130814841983	2	2	"Churn"	"No"	0.3
12	0.612010110647156	2	2	"Churn"	"No"	0.3
13	0.673241017964072	2	2	"Churn"	"No"	0.3
14	0.639363497879699	2	2	"Churn"	"No"	0.3
15	0.644505494505495	2	2	"Churn"	"No"	0.3
16	0.626438127960852	2	2	"Churn"	"No"	0.3
17	0.800085166407175	2	2	"Churn"	"No"	0.3
18	0.761927649886162	2	2	"Churn"	"No"	0.3
19	0.789755656108597	2	2	"Churn"	"No"	0.3
20	0.610326898871911	2	2	"Churn"	"No"	0.3
21	0.639133986928105	2	2	"Churn"	"No"	0.3
22	0.828041082220503	2	2	"Churn"	"No"	0.3
23	0.631862386280456	2	2	"Churn"	"No"	0.3
24	0.6375	2	2	"Churn"	"No"	0.3
25	0.645959729183153	2	2	"Churn"	"No"	0.3
26	0.762610619469027	2	2	"Churn"	"No"	0.3
27	0.623295454545455	2	2	"Churn"	"No"	0.3
28	0.599663793630418	2	2	"Churn"	"No"	0.3
29	0.634094311377245	2	2	"Churn"	"No"	0.3
30	0.613357327861684	2	2	"Churn"	"No"	0.3
1	0.620384728991286	3	3	"Churn"	"No"	0.3
2	0.800555052790347	3	3	"Churn"	"No"	0.3
3	0.621271519685417	3	3	"Churn"	"No"	0.3
4	0.640019665683383	3	3	"Churn"	"No"	0.3
5	0.79196772418852	3	3	"Churn"	"No"	0.3
6	0.732890376313609	3	3	"Churn"	"No"	0.3
7	0.651624775470726	3	3	"Churn"	"No"	0.3
8	0.786170964104725	3	3	"Churn"	"No"	0.3
9	0.778812360217262	3	3	"Churn"	"No"	0.3
10	0.814947852664083	3	3	"Churn"	"No"	0.3
11	0.612341137123746	3	3	"Churn"	"No"	0.3
12	0.681675239653963	3	3	"Churn"	"No"	0.3
13	0.843464584143024	3	3	"Churn"	"No"	0.3
14	0.784186752302643	3	3	"Churn"	"No"	0.3
15	0.760341483219054	3	3	"Churn"	"No"	0.3
16	0.792261140656519	3	3	"Churn"	"No"	0.3
17	0.807101128693778	3	3	"Churn"	"No"	0.3
18	0.782172290369012	3	3	"Churn"	"No"	0.3
19	0.816837988969137	3	3	"Churn"	"No"	0.3
20	0.78132646155448	3	3	"Churn"	"No"	0.3
21	0.772755429020692	3	3	"Churn"	"No"	0.3
22	0.664885496183206	3	3	"Churn"	"No"	0.3
23	0.791840558175593	3	3	"Churn"	"No"	0.3
24	0.783219443368561	3	3	"Churn"	"No"	0.3
25	0.818171945701357	3	3	"Churn"	"No"	0.3
26	0.790218265672762	3	3	"Churn"	"No"	0.3
27	0.632924961715161	2	3	"Churn"	"No"	0.3
28	0.803813501300835	3	3	"Churn"	"No"	0.3
29	0.776252186164011	3	3	"Churn"	"No"	0.3
30	0.786483990147783	3	3	"Churn"	"No"	0.3
1	0.74137364027321	4	4	"Churn"	"No"	0.3
2	0.81895717928427	4	4	"Churn"	"No"	0.3
3	0.791901476875243	4	4	"Churn"	"No"	0.3
4	0.850232958044314	4	4	"Churn"	"No"	0.3
5	0.83538339807222	4	4	"Churn"	"No"	0.3
6	0.816666666666667	4	4	"Churn"	"No"	0.3
7	0.860930558802899	4	4	"Churn"	"No"	0.3
8	0.818825422365245	4	4	"Churn"	"No"	0.3
9	0.804380664652568	4	4	"Churn"	"No"	0.3
10	0.800011151449069	4	4	"Churn"	"No"	0.3
11	0.858111434920888	4	4	"Churn"	"No"	0.3
12	0.858287990672367	4	4	"Churn"	"No"	0.3
13	0.786727782642915	4	4	"Churn"	"No"	0.3
14	0.810386094554243	4	4	"Churn"	"No"	0.3
15	0.819097368977177	4	4	"Churn"	"No"	0.3
16	0.856870477380395	4	4	"Churn"	"No"	0.3
17	0.771719060836004	4	4	"Churn"	"No"	0.3
18	0.846509803921569	4	4	"Churn"	"No"	0.3
19	0.813110105580694	4	4	"Churn"	"No"	0.3
20	0.831928888419273	4	4	"Churn"	"No"	0.3
21	0.836157515176412	4	4	"Churn"	"No"	0.3
22	0.855818385138528	4	4	"Churn"	"No"	0.3
23	0.778405195951991	4	4	"Churn"	"No"	0.3
24	0.797005208333333	4	4	"Churn"	"No"	0.3
25	0.82992251263117	4	4	"Churn"	"No"	0.3
26	0.775776076037219	4	4	"Churn"	"No"	0.3
27	0.818458787686299	4	4	"Churn"	"No"	0.3
28	0.780415257880488	4	4	"Churn"	"No"	0.3
29	0.823405906248574	4	4	"Churn"	"No"	0.3
30	0.835700736929316	4	4	"Churn"	"No"	0.3
1	0.865269886363636	5	5	"Churn"	"No"	0.3
2	0.833868704770344	5	5	"Churn"	"No"	0.3
3	0.819423272357724	5	5	"Churn"	"No"	0.3
4	0.828171969825875	5	5	"Churn"	"No"	0.3
5	0.831016933680223	5	5	"Churn"	"No"	0.3
6	0.798737301268438	5	5	"Churn"	"No"	0.3
7	0.831495409320133	5	5	"Churn"	"No"	0.3
8	0.835620163145785	5	5	"Churn"	"No"	0.3
9	0.842693320399113	5	5	"Churn"	"No"	0.3
10	0.809013574660634	5	5	"Churn"	"No"	0.3
11	0.851832734162456	5	5	"Churn"	"No"	0.3
12	0.838489754616747	5	5	"Churn"	"No"	0.3
13	0.818278476331361	5	5	"Churn"	"No"	0.3
14	0.836373258504406	5	5	"Churn"	"No"	0.3
15	0.866317471590909	5	5	"Churn"	"No"	0.3
16	0.815277777777778	5	5	"Churn"	"No"	0.3
17	0.808156014212144	5	5	"Churn"	"No"	0.3
18	0.828002450980392	5	5	"Churn"	"No"	0.3
19	0.793288881660975	5	5	"Churn"	"No"	0.3
20	0.831061477964801	5	5	"Churn"	"No"	0.3
21	0.832068515682605	5	5	"Churn"	"No"	0.3
22	0.821254963713542	5	5	"Churn"	"No"	0.3
23	0.8912356604392	5	5	"Churn"	"No"	0.3
24	0.825696598237582	5	5	"Churn"	"No"	0.3
25	0.844870984062737	5	5	"Churn"	"No"	0.3
26	0.833019639934534	5	5	"Churn"	"No"	0.3
27	0.869023526435619	5	5	"Churn"	"No"	0.3
28	0.821450018477457	5	5	"Churn"	"No"	0.3
29	0.833688446969697	5	5	"Churn"	"No"	0.3
30	0.838628326922437	5	5	"Churn"	"No"	0.3
1	0.859469079939668	6	6	"Churn"	"No"	0.3
2	0.839208071759563	6	6	"Churn"	"No"	0.3
3	0.839446317319261	6	6	"Churn"	"No"	0.3
4	0.811844803648082	6	6	"Churn"	"No"	0.3
5	0.859884264671499	6	6	"Churn"	"No"	0.3
6	0.869661959777492	6	6	"Churn"	"No"	0.3
7	0.84629459592532	6	6	"Churn"	"No"	0.3
8	0.842853610286845	6	6	"Churn"	"No"	0.3
9	0.855470354648775	6	6	"Churn"	"No"	0.3
10	0.901747614862369	6	6	"Churn"	"No"	0.3
11	0.860215435606061	6	6	"Churn"	"No"	0.3
12	0.863349764989109	6	6	"Churn"	"No"	0.3
13	0.841999863069971	6	6	"Churn"	"No"	0.3
14	0.847563565402055	6	6	"Churn"	"No"	0.3
15	0.891467065868264	6	6	"Churn"	"No"	0.3
16	0.87395099026519	6	6	"Churn"	"No"	0.3
17	0.836689721935624	6	6	"Churn"	"No"	0.3
18	0.839629120879121	6	6	"Churn"	"No"	0.3
19	0.877588572854291	6	6	"Churn"	"No"	0.3
20	0.814218567819666	6	6	"Churn"	"No"	0.3
21	0.825987730714466	6	6	"Churn"	"No"	0.3
22	0.891206149619611	6	6	"Churn"	"No"	0.3
23	0.866683201058201	6	6	"Churn"	"No"	0.3
24	0.819773190227167	6	6	"Churn"	"No"	0.3
25	0.843774842179097	6	6	"Churn"	"No"	0.3
26	0.849493160492897	6	6	"Churn"	"No"	0.3
27	0.811031395282098	6	6	"Churn"	"No"	0.3
28	0.795054165957688	6	6	"Churn"	"No"	0.3
29	0.857041574499461	6	6	"Churn"	"No"	0.3
30	0.81841697559896	6	6	"Churn"	"No"	0.3
1	0.876654755827803	7	7	"Churn"	"No"	0.3
2	0.81496275640301	7	7	"Churn"	"No"	0.3
3	0.878425339366516	7	7	"Churn"	"No"	0.3
4	0.898277698863636	7	7	"Churn"	"No"	0.3
5	0.871922548605241	7	7	"Churn"	"No"	0.3
6	0.837548614187958	7	7	"Churn"	"No"	0.3
7	0.899765352641459	7	7	"Churn"	"No"	0.3
8	0.905591706921101	7	7	"Churn"	"No"	0.3
9	0.88135061290799	7	7	"Churn"	"No"	0.3
10	0.80754564299254	7	7	"Churn"	"No"	0.3
11	0.903289554942567	7	7	"Churn"	"No"	0.3
12	0.879972866464242	7	7	"Churn"	"No"	0.3
13	0.864099543334629	7	7	"Churn"	"No"	0.3
14	0.84342625852465	7	7	"Churn"	"No"	0.3
15	0.845739870330034	7	7	"Churn"	"No"	0.3
16	0.857546177227028	7	7	"Churn"	"No"	0.3
17	0.877278656911123	7	7	"Churn"	"No"	0.3
18	0.874239713774598	7	7	"Churn"	"No"	0.3
19	0.88097239736584	7	7	"Churn"	"No"	0.3
20	0.855698333144917	7	7	"Churn"	"No"	0.3
21	0.871262151310228	7	7	"Churn"	"No"	0.3
22	0.850426136363636	7	7	"Churn"	"No"	0.3
23	0.88165902190064	7	7	"Churn"	"No"	0.3
24	0.845900452488688	7	7	"Churn"	"No"	0.3
25	0.828551912568306	7	7	"Churn"	"No"	0.3
26	0.839376183712121	7	7	"Churn"	"No"	0.3
27	0.897952178030303	7	7	"Churn"	"No"	0.3
28	0.819204450351991	7	7	"Churn"	"No"	0.3
29	0.894706513305034	7	7	"Churn"	"No"	0.3
30	0.861593006907513	7	7	"Churn"	"No"	0.3
1	0.823667318258664	8	8	"Churn"	"No"	0.3
2	0.867410389888858	8	8	"Churn"	"No"	0.3
3	0.848577030103719	8	8	"Churn"	"No"	0.3
4	0.837873102139406	8	8	"Churn"	"No"	0.3
5	0.873402973081559	8	8	"Churn"	"No"	0.3
6	0.870285452252665	8	8	"Churn"	"No"	0.3
7	0.858529691462384	8	8	"Churn"	"No"	0.3
8	0.877239271457086	8	8	"Churn"	"No"	0.3
9	0.840543495236608	8	8	"Churn"	"No"	0.3
10	0.866522026752778	8	8	"Churn"	"No"	0.3
11	0.85187969924812	8	8	"Churn"	"No"	0.3
12	0.893702344986333	8	8	"Churn"	"No"	0.3
13	0.868857731664026	8	8	"Churn"	"No"	0.3
14	0.865028663039254	8	8	"Churn"	"No"	0.3
15	0.831406761177754	8	8	"Churn"	"No"	0.3
16	0.846237631073697	8	8	"Churn"	"No"	0.3
17	0.885252187249468	8	8	"Churn"	"No"	0.3
18	0.783198264734454	8	8	"Churn"	"No"	0.3
19	0.850252485813941	8	8	"Churn"	"No"	0.3
20	0.871029607963875	8	8	"Churn"	"No"	0.3
21	0.880904551454973	8	8	"Churn"	"No"	0.3
22	0.81758550679369	8	8	"Churn"	"No"	0.3
23	0.878046513933116	8	8	"Churn"	"No"	0.3
24	0.828421504044218	8	8	"Churn"	"No"	0.3
25	0.83816927753098	8	8	"Churn"	"No"	0.3
