"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
5	0.71352367794919	2	2	"Heart"	"No"	0.5
6	0.691651809937214	2	2	"Heart"	"No"	0.5
7	0.745	2	2	"Heart"	"No"	0.5
8	0.654231266149871	2	2	"Heart"	"No"	0.5
9	0.670899992417924	2	2	"Heart"	"No"	0.5
10	0.719159905982258	2	2	"Heart"	"No"	0.5
11	0.730164237797826	2	2	"Heart"	"No"	0.5
12	0.701905626134301	2	2	"Heart"	"No"	0.5
13	0.719436213053719	2	2	"Heart"	"No"	0.5
14	0.656709558823529	2	2	"Heart"	"No"	0.5
15	0.627098880597015	1	2	"Heart"	"No"	0.5
16	0.695920843126848	2	2	"Heart"	"No"	0.5
17	0.613162483888089	2	2	"Heart"	"No"	0.5
18	0.701246082103815	2	2	"Heart"	"No"	0.5
19	0.706785714285714	2	2	"Heart"	"No"	0.5
20	0.667647751353897	2	2	"Heart"	"No"	0.5
21	0.759386733416771	2	2	"Heart"	"No"	0.5
22	0.765117345768672	2	2	"Heart"	"No"	0.5
23	0.669890244838437	2	2	"Heart"	"No"	0.5
24	0.706769230769231	2	2	"Heart"	"No"	0.5
25	0.741071428571429	2	2	"Heart"	"No"	0.5
26	0.658181818181818	2	2	"Heart"	"No"	0.5
27	0.664539168756174	2	2	"Heart"	"No"	0.5
28	0.637884615384615	2	2	"Heart"	"No"	0.5
29	0.71029945553539	2	2	"Heart"	"No"	0.5
30	0.698157555538707	2	2	"Heart"	"No"	0.5
1	0.697278911564626	3	3	"Heart"	"No"	0.5
2	0.683705103969754	3	3	"Heart"	"No"	0.5
3	0.734971428571429	3	3	"Heart"	"No"	0.5
4	0.74935488767456	3	3	"Heart"	"No"	0.5
5	0.739278342634355	3	3	"Heart"	"No"	0.5
6	0.688153846153846	3	3	"Heart"	"No"	0.5
7	0.698781710232092	3	3	"Heart"	"No"	0.5
8	0.748299059704916	3	3	"Heart"	"No"	0.5
9	0.75507945292118	3	3	"Heart"	"No"	0.5
10	0.811635196085926	3	3	"Heart"	"No"	0.5
11	0.72498234047563	3	3	"Heart"	"No"	0.5
12	0.70673973880597	3	3	"Heart"	"No"	0.5
13	0.823240463581242	3	3	"Heart"	"No"	0.5
14	0.730021766169154	3	3	"Heart"	"No"	0.5
15	0.723996629901961	3	3	"Heart"	"No"	0.5
16	0.731639059072687	3	3	"Heart"	"No"	0.5
17	0.685968137254902	3	3	"Heart"	"No"	0.5
18	0.750359168241966	3	3	"Heart"	"No"	0.5
19	0.703275456820077	3	3	"Heart"	"No"	0.5
20	0.682167008585974	3	3	"Heart"	"No"	0.5
21	0.709900463490616	3	3	"Heart"	"No"	0.5
22	0.737961538461538	3	3	"Heart"	"No"	0.5
23	0.7005	3	3	"Heart"	"No"	0.5
24	0.717131015427124	3	3	"Heart"	"No"	0.5
25	0.752618301353108	3	3	"Heart"	"No"	0.5
26	0.723009523809524	3	3	"Heart"	"No"	0.5
27	0.775559231253938	3	3	"Heart"	"No"	0.5
28	0.736569309927361	3	3	"Heart"	"No"	0.5
29	0.76624459777087	3	3	"Heart"	"No"	0.5
30	0.720701781209388	3	3	"Heart"	"No"	0.5
1	0.754430970149254	4	4	"Heart"	"No"	0.5
2	0.773121498196331	4	4	"Heart"	"No"	0.5
3	0.753818405096324	4	4	"Heart"	"No"	0.5
4	0.765827093260722	4	4	"Heart"	"No"	0.5
5	0.782738322758199	4	4	"Heart"	"No"	0.5
6	0.78375503381202	4	4	"Heart"	"No"	0.5
7	0.788373161764706	4	4	"Heart"	"No"	0.5
8	0.673467061773422	4	4	"Heart"	"No"	0.5
9	0.803996598639456	4	4	"Heart"	"No"	0.5
10	0.720638410796876	4	4	"Heart"	"No"	0.5
11	0.735851990049751	4	4	"Heart"	"No"	0.5
12	0.807084196791772	4	4	"Heart"	"No"	0.5
13	0.797257965686274	4	4	"Heart"	"No"	0.5
14	0.794512053329199	4	4	"Heart"	"No"	0.5
15	0.754179420767601	4	4	"Heart"	"No"	0.5
16	0.775673018753781	4	4	"Heart"	"No"	0.5
17	0.78950364298725	4	4	"Heart"	"No"	0.5
18	0.762893224440411	4	4	"Heart"	"No"	0.5
19	0.784878831893586	4	4	"Heart"	"No"	0.5
20	0.738930310407791	4	4	"Heart"	"No"	0.5
21	0.736048094373866	4	4	"Heart"	"No"	0.5
22	0.697740541360224	4	4	"Heart"	"No"	0.5
23	0.756847230675593	4	4	"Heart"	"No"	0.5
24	0.746884615384615	4	4	"Heart"	"No"	0.5
25	0.74383425245098	4	4	"Heart"	"No"	0.5
26	0.74092046402305	4	4	"Heart"	"No"	0.5
27	0.725582860743541	4	4	"Heart"	"No"	0.5
28	0.755515960269922	4	4	"Heart"	"No"	0.5
29	0.739278342634355	4	4	"Heart"	"No"	0.5
30	0.747119078104994	4	4	"Heart"	"No"	0.5
1	0.754929006085193	5	5	"Heart"	"No"	0.5
2	0.715874738392373	5	5	"Heart"	"No"	0.5
3	0.792416989590457	5	5	"Heart"	"No"	0.5
4	0.787530266343826	5	5	"Heart"	"No"	0.5
5	0.787885662431942	5	5	"Heart"	"No"	0.5
6	0.755692307692308	5	5	"Heart"	"No"	0.5
7	0.792387674559806	5	5	"Heart"	"No"	0.5
8	0.76	5	5	"Heart"	"No"	0.5
9	0.838541666666667	5	5	"Heart"	"No"	0.5
10	0.753923724315718	5	5	"Heart"	"No"	0.5
11	0.77177834062476	5	5	"Heart"	"No"	0.5
12	0.791178978373769	5	5	"Heart"	"No"	0.5
13	0.743246336996337	5	5	"Heart"	"No"	0.5
14	0.80155303030303	5	5	"Heart"	"No"	0.5
15	0.748031189083821	5	5	"Heart"	"No"	0.5
16	0.759079343048809	5	5	"Heart"	"No"	0.5
17	0.831976567255021	5	5	"Heart"	"No"	0.5
18	0.752576923076923	5	5	"Heart"	"No"	0.5
19	0.78740157480315	5	5	"Heart"	"No"	0.5
20	0.756174242424242	5	5	"Heart"	"No"	0.5
21	0.795504930815687	5	5	"Heart"	"No"	0.5
22	0.797426900584795	5	5	"Heart"	"No"	0.5
23	0.786098484848485	5	5	"Heart"	"No"	0.5
24	0.796842749025304	5	5	"Heart"	"No"	0.5
25	0.80538206492405	5	5	"Heart"	"No"	0.5
26	0.687997573735689	5	5	"Heart"	"No"	0.5
27	0.769218651543793	5	5	"Heart"	"No"	0.5
28	0.745192307692308	5	5	"Heart"	"No"	0.5
29	0.767539828431373	5	5	"Heart"	"No"	0.5
30	0.760265151515152	5	5	"Heart"	"No"	0.5
1	0.721688034188034	6	6	"Heart"	"No"	0.5
2	0.725614035087719	6	6	"Heart"	"No"	0.5
3	0.763267469149822	6	6	"Heart"	"No"	0.5
4	0.78900695665469	6	6	"Heart"	"No"	0.5
5	0.737660171354917	6	6	"Heart"	"No"	0.5
6	0.764194139194139	6	6	"Heart"	"No"	0.5
7	0.772803093486997	6	6	"Heart"	"No"	0.5
8	0.783541013683969	6	6	"Heart"	"No"	0.5
9	0.779098971823248	6	6	"Heart"	"No"	0.5
10	0.755173463177115	6	6	"Heart"	"No"	0.5
11	0.725408595641647	6	6	"Heart"	"No"	0.5
12	0.740428268765133	6	6	"Heart"	"No"	0.5
13	0.75740231990232	6	6	"Heart"	"No"	0.5
14	0.717348484848485	6	6	"Heart"	"No"	0.5
15	0.710851648351648	6	6	"Heart"	"No"	0.5
16	0.724264705882353	6	6	"Heart"	"No"	0.5
17	0.74013357619915	6	6	"Heart"	"No"	0.5
18	0.790669402021123	6	6	"Heart"	"No"	0.5
19	0.818421895006402	6	6	"Heart"	"No"	0.5
20	0.773724007561437	6	6	"Heart"	"No"	0.5
21	0.741036317372195	6	6	"Heart"	"No"	0.5
22	0.736919618634214	6	6	"Heart"	"No"	0.5
23	0.764075678139959	6	6	"Heart"	"No"	0.5
24	0.774480151228733	6	6	"Heart"	"No"	0.5
25	0.796876190476191	6	6	"Heart"	"No"	0.5
26	0.821461397058823	6	6	"Heart"	"No"	0.5
27	0.783683372507393	6	6	"Heart"	"No"	0.5
28	0.741153492647059	6	6	"Heart"	"No"	0.5
29	0.686026233982865	6	6	"Heart"	"No"	0.5
30	0.737281067556297	6	6	"Heart"	"No"	0.5
1	0.748650793650794	7	7	"Heart"	"No"	0.5
2	0.727366098600122	7	7	"Heart"	"No"	0.5
3	0.782088525342099	7	7	"Heart"	"No"	0.5
4	0.709597934918648	7	7	"Heart"	"No"	0.5
5	0.786515567765568	7	7	"Heart"	"No"	0.5
6	0.761677241801086	7	7	"Heart"	"No"	0.5
7	0.779319432602124	7	7	"Heart"	"No"	0.5
8	0.786574937810945	7	7	"Heart"	"No"	0.5
9	0.692082668490236	7	7	"Heart"	"No"	0.5
10	0.770945484873758	7	7	"Heart"	"No"	0.5
11	0.768712121212121	7	7	"Heart"	"No"	0.5
12	0.825814059646987	7	7	"Heart"	"No"	0.5
13	0.781839622641509	7	7	"Heart"	"No"	0.5
14	0.778950216450216	7	7	"Heart"	"No"	0.5
15	0.705674593830939	7	7	"Heart"	"No"	0.5
16	0.705573694029851	7	7	"Heart"	"No"	0.5
17	0.7665	7	7	"Heart"	"No"	0.5
18	0.752916666666667	7	7	"Heart"	"No"	0.5
19	0.702036319428615	7	7	"Heart"	"No"	0.5
20	0.80875	7	7	"Heart"	"No"	0.5
21	0.783905134699517	7	7	"Heart"	"No"	0.5
22	0.746925488304799	7	7	"Heart"	"No"	0.5
23	0.736088219135076	7	7	"Heart"	"No"	0.5
24	0.785481745601116	7	7	"Heart"	"No"	0.5
25	0.766285714285714	7	7	"Heart"	"No"	0.5
26	0.75	7	7	"Heart"	"No"	0.5
27	0.740808964617392	7	7	"Heart"	"No"	0.5
28	0.734783931832015	7	7	"Heart"	"No"	0.5
29	0.779076923076923	7	7	"Heart"	"No"	0.5
30	0.748236570808465	7	7	"Heart"	"No"	0.5
1	0.761422282938676	8	8	"Heart"	"No"	0.5
2	0.685210622710623	8	8	"Heart"	"No"	0.5
3	0.717975285900683	8	8	"Heart"	"No"	0.5
4	0.739772814490751	8	8	"Heart"	"No"	0.5
5	0.705925925925926	8	8	"Heart"	"No"	0.5
6	0.717448019606293	8	8	"Heart"	"No"	0.5
7	0.704136418632789	8	8	"Heart"	"No"	0.5
8	0.738932291666667	8	8	"Heart"	"No"	0.5
9	0.715099604681808	8	8	"Heart"	"No"	0.5
10	0.759373102610807	8	8	"Heart"	"No"	0.5
11	0.669172932330827	8	8	"Heart"	"No"	0.5
12	0.73797928262214	8	8	"Heart"	"No"	0.5
13	0.792485283999694	8	8	"Heart"	"No"	0.5
14	0.739933146766169	8	8	"Heart"	"No"	0.5
15	0.770079365079365	8	8	"Heart"	"No"	0.5
16	0.774892769607843	8	8	"Heart"	"No"	0.5
17	0.784267257854904	8	8	"Heart"	"No"	0.5
18	0.76142723880597	8	8	"Heart"	"No"	0.5
19	0.733968542044767	8	8	"Heart"	"No"	0.5
20	0.702526097697028	8	8	"Heart"	"No"	0.5
21	0.774343711843712	8	8	"Heart"	"No"	0.5
22	0.665807692307692	8	8	"Heart"	"No"	0.5
23	0.693473374157042	8	8	"Heart"	"No"	0.5
24	0.71577109896782	8	8	"Heart"	"No"	0.5
25	0.748817155067155	8	8	"Heart"	"No"	0.5
26	0.679169274092616	8	8	"Heart"	"No"	0.5
27	0.710204391763544	8	8	"Heart"	"No"	0.5
28	0.755820146074254	8	8	"Heart"	"No"	0.5
29	0.785024723334118	8	8	"Heart"	"No"	0.5
30	0.794796326818931	8	8	"Heart"	"No"	0.5
1	0.685115384615385	9	9	"Heart"	"No"	0.5
2	0.682291666666667	9	9	"Heart"	"No"	0.5
3	0.662138306853941	9	9	"Heart"	"No"	0.5
4	0.738430127041742	9	9	"Heart"	"No"	0.5
5	0.776411657559198	9	9	"Heart"	"No"	0.5
6	0.754807692307692	9	9	"Heart"	"No"	0.5
7	0.698493609251369	9	9	"Heart"	"No"	0.5
8	0.757692307692308	9	9	"Heart"	"No"	0.5
9	0.722954046483458	9	9	"Heart"	"No"	0.5
10	0.72938829787234	9	9	"Heart"	"No"	0.5
11	0.726179534313726	9	9	"Heart"	"No"	0.5
12	0.664273231517362	9	9	"Heart"	"No"	0.5
13	0.754748774509804	9	9	"Heart"	"No"	0.5
14	0.735811016433354	9	9	"Heart"	"No"	0.5
15	0.736294240111034	9	9	"Heart"	"No"	0.5
16	0.703600894440589	9	9	"Heart"	"No"	0.5
17	0.679677960927961	9	9	"Heart"	"No"	0.5
18	0.697295238095238	9	9	"Heart"	"No"	0.5
19	0.779176810712112	9	9	"Heart"	"No"	0.5
20	0.724834307992203	9	9	"Heart"	"No"	0.5
21	0.714704294856967	9	9	"Heart"	"No"	0.5
22	0.782781862745098	9	9	"Heart"	"No"	0.5
23	0.679114746579008	9	9	"Heart"	"No"	0.5
24	0.731176606032696	9	9	"Heart"	"No"	0.5
25	0.753230769230769	9	9	"Heart"	"No"	0.5
26	0.687961904761905	9	9	"Heart"	"No"	0.5
27	0.810884615384615	9	9	"Heart"	"No"	0.5
28	0.702796140110934	9	9	"Heart"	"No"	0.5
29	0.696341368886133	9	9	"Heart"	"No"	0.5
30	0.716736500909163	9	9	"Heart"	"No"	0.5
1	0.710738747553816	10	10	"Heart"	"No"	0.5
2	0.711050724637681	10	10	"Heart"	"No"	0.5
3	0.696797637974109	10	10	"Heart"	"No"	0.5
4	0.745384615384615	10	10	"Heart"	"No"	0.5
5	0.744140625	10	10	"Heart"	"No"	0.5
6	0.66860331778916	10	10	"Heart"	"No"	0.5
7	0.692345510929582	10	10	"Heart"	"No"	0.5
8	0.759595730183965	10	10	"Heart"	"No"	0.5
9	0.658550083010515	10	10	"Heart"	"No"	0.5
10	0.742962962962963	10	10	"Heart"	"No"	0.5
11	0.780598958333333	10	10	"Heart"	"No"	0.5
12	0.762202174415915	10	10	"Heart"	"No"	0.5
13	0.668571206467662	10	10	"Heart"	"No"	0.5
14	0.737400428921569	10	10	"Heart"	"No"	0.5
15	0.699061355311355	10	10	"Heart"	"No"	0.5
16	0.757828493441504	10	10	"Heart"	"No"	0.5
17	0.715250594826925	10	10	"Heart"	"No"	0.5
18	0.722763237979306	10	10	"Heart"	"No"	0.5
19	0.671051633937372	10	10	"Heart"	"No"	0.5
20	0.734769230769231	10	10	"Heart"	"No"	0.5
21	0.674568801762784	10	10	"Heart"	"No"	0.5
22	0.715480850410622	10	10	"Heart"	"No"	0.5
23	0.740337796713329	10	10	"Heart"	"No"	0.5
24	0.765025867315886	10	10	"Heart"	"No"	0.5
25	0.649155508216677	10	10	"Heart"	"No"	0.5
26	0.727979473039216	10	10	"Heart"	"No"	0.5
27	0.711550245098039	10	10	"Heart"	"No"	0.5
28	0.733509030307728	10	10	"Heart"	"No"	0.5
29	0.730378787878788	10	10	"Heart"	"No"	0.5
30	0.762207585736998	10	10	"Heart"	"No"	0.5
1	0.631804072980544	11	11	"Heart"	"No"	0.5
2	0.711843711843712	11	11	"Heart"	"No"	0.5
3	0.734423973702316	11	11	"Heart"	"No"	0.5
4	0.744544683475981	11	11	"Heart"	"No"	0.5
5	0.700332405689549	11	11	"Heart"	"No"	0.5
6	0.725862590799031	11	11	"Heart"	"No"	0.5
7	0.738057142857143	11	11	"Heart"	"No"	0.5
8	0.665455371337724	11	11	"Heart"	"No"	0.5
9	0.63549908703591	11	11	"Heart"	"No"	0.5
10	0.707485380116959	11	11	"Heart"	"No"	0.5
11	0.702076923076923	11	11	"Heart"	"No"	0.5
12	0.675657142857143	11	11	"Heart"	"No"	0.5
13	0.671628787878788	11	11	"Heart"	"No"	0.5
14	0.693333333333333	11	11	"Heart"	"No"	0.5
15	0.690410539215686	11	11	"Heart"	"No"	0.5
16	0.730510396975425	11	11	"Heart"	"No"	0.5
17	0.744891664738993	11	11	"Heart"	"No"	0.5
18	0.690391052951917	11	11	"Heart"	"No"	0.5
19	0.719339622641509	11	11	"Heart"	"No"	0.5
20	0.742030965391621	11	11	"Heart"	"No"	0.5
21	0.710146596054954	11	11	"Heart"	"No"	0.5
22	0.683637880051558	11	11	"Heart"	"No"	0.5
23	0.729416711260607	11	11	"Heart"	"No"	0.5
24	0.622217156751007	11	11	"Heart"	"No"	0.5
25	0.62320873455152	11	11	"Heart"	"No"	0.5
26	0.736380952380952	11	11	"Heart"	"No"	0.5
27	0.720079787234043	11	11	"Heart"	"No"	0.5
28	0.730056710775047	11	11	"Heart"	"No"	0.5
29	0.716287878787879	11	11	"Heart"	"No"	0.5
30	0.772592592592593	11	11	"Heart"	"No"	0.5
1	0.714355948869223	12	12	"Heart"	"No"	0.5
2	0.654615384615385	12	12	"Heart"	"No"	0.5
3	0.668824122161073	12	12	"Heart"	"No"	0.5
4	0.686061878109453	12	12	"Heart"	"No"	0.5
5	0.716747256120961	12	12	"Heart"	"No"	0.5
6	0.663576007326007	12	12	"Heart"	"No"	0.5
7	0.616504854368932	12	12	"Heart"	"No"	0.5
8	0.675703266787659	12	12	"Heart"	"No"	0.5
9	0.749724322621298	12	12	"Heart"	"No"	0.5
10	0.713721918639951	12	12	"Heart"	"No"	0.5
11	0.710075682287287	12	12	"Heart"	"No"	0.5
12	0.656114718614719	12	12	"Heart"	"No"	0.5
13	0.757845631891433	12	12	"Heart"	"No"	0.5
14	0.721646652539047	12	12	"Heart"	"No"	0.5
15	0.740377719340186	12	12	"Heart"	"No"	0.5
16	0.707246047954013	12	12	"Heart"	"No"	0.5
17	0.664990476190476	12	12	"Heart"	"No"	0.5
18	0.758657594985093	12	12	"Heart"	"No"	0.5
19	0.665018259281802	12	12	"Heart"	"No"	0.5
20	0.738067475124378	12	12	"Heart"	"No"	0.5
21	0.690997006677412	12	12	"Heart"	"No"	0.5
22	0.724741326841144	12	12	"Heart"	"No"	0.5
23	0.644054580896686	12	12	"Heart"	"No"	0.5
24	0.736510513296228	12	12	"Heart"	"No"	0.5
25	0.721559454191033	12	12	"Heart"	"No"	0.5
26	0.710076923076923	12	12	"Heart"	"No"	0.5
27	0.684094256259205	12	12	"Heart"	"No"	0.5
28	0.752221200980392	12	12	"Heart"	"No"	0.5
29	0.692988427501702	12	12	"Heart"	"No"	0.5
30	0.704850717629902	12	12	"Heart"	"No"	0.5
1	0.627680759803922	13	13	"Heart"	"No"	0.5
2	0.637463037379635	13	13	"Heart"	"No"	0.5
3	0.703119027597279	13	13	"Heart"	"No"	0.5
4	0.699468085106383	13	13	"Heart"	"No"	0.5
5	0.731723137973138	13	13	"Heart"	"No"	0.5
6	0.755995065155371	13	13	"Heart"	"No"	0.5
7	0.661608439721734	13	13	"Heart"	"No"	0.5
8	0.702668890742285	13	13	"Heart"	"No"	0.5
9	0.714696316466228	13	13	"Heart"	"No"	0.5
10	0.706807692307692	13	13	"Heart"	"No"	0.5
11	0.705694988103462	13	13	"Heart"	"No"	0.5
12	0.677371428571429	13	13	"Heart"	"No"	0.5
13	0.68882817243473	13	13	"Heart"	"No"	0.5
14	0.683391661594644	13	13	"Heart"	"No"	0.5
15	0.721745516388373	13	13	"Heart"	"No"	0.5
16	0.677692960135708	13	13	"Heart"	"No"	0.5
17	0.691958698372966	13	13	"Heart"	"No"	0.5
18	0.646799628942486	13	13	"Heart"	"No"	0.5
19	0.661421595225176	13	13	"Heart"	"No"	0.5
20	0.660367334547662	13	13	"Heart"	"No"	0.5
21	0.706742857142857	13	13	"Heart"	"No"	0.5
22	0.659966689378454	13	13	"Heart"	"No"	0.5
23	0.709885110648469	13	13	"Heart"	"No"	0.5
24	0.7325965154655	13	13	"Heart"	"No"	0.5
25	0.758846507352941	13	13	"Heart"	"No"	0.5
26	0.601542516084025	13	13	"Heart"	"No"	0.5
27	0.73546786389414	13	13	"Heart"	"No"	0.5
28	0.695450395617772	13	13	"Heart"	"No"	0.5
29	0.661266850490196	13	13	"Heart"	"No"	0.5
30	0.6992725281602	13	13	"Heart"	"No"	0.5
1	0.633863636363636	14	14	"Heart"	"No"	0.5
2	0.707400497512438	14	14	"Heart"	"No"	0.5
3	0.69155943627451	14	14	"Heart"	"No"	0.5
4	0.680533333333333	14	14	"Heart"	"No"	0.5
5	0.65210736990817	14	14	"Heart"	"No"	0.5
6	0.677115009746589	14	14	"Heart"	"No"	0.5
7	0.669126597687158	14	14	"Heart"	"No"	0.5
8	0.686031230674088	14	14	"Heart"	"No"	0.5
9	0.759128787878788	14	14	"Heart"	"No"	0.5
10	0.683478860294118	14	14	"Heart"	"No"	0.5
11	0.728384731851143	14	14	"Heart"	"No"	0.5
12	0.707446808510638	14	14	"Heart"	"No"	0.5
13	0.69939856581078	14	14	"Heart"	"No"	0.5
14	0.668884615384615	14	14	"Heart"	"No"	0.5
15	0.77749693627451	14	14	"Heart"	"No"	0.5
16	0.658308639161158	14	14	"Heart"	"No"	0.5
17	0.701326239494178	14	14	"Heart"	"No"	0.5
18	0.688125782227785	14	14	"Heart"	"No"	0.5
19	0.716802782819117	14	14	"Heart"	"No"	0.5
20	0.729229721549637	14	14	"Heart"	"No"	0.5
21	0.670136479296785	14	14	"Heart"	"No"	0.5
22	0.701531579346425	14	14	"Heart"	"No"	0.5
23	0.659815277462336	14	14	"Heart"	"No"	0.5
24	0.657904761904762	14	14	"Heart"	"No"	0.5
25	0.679869777536625	14	14	"Heart"	"No"	0.5
26	0.703203442505379	14	14	"Heart"	"No"	0.5
27	0.664545454545455	14	14	"Heart"	"No"	0.5
28	0.681172768439635	14	14	"Heart"	"No"	0.5
29	0.742423076923077	14	14	"Heart"	"No"	0.5
30	0.724914965986395	14	14	"Heart"	"No"	0.5
1	0.713859796651632	15	15	"Heart"	"No"	0.5
2	0.662145733606869	15	15	"Heart"	"No"	0.5
3	0.667298506331033	15	15	"Heart"	"No"	0.5
4	0.817746629901961	15	15	"Heart"	"No"	0.5
5	0.726808905380334	15	15	"Heart"	"No"	0.5
6	0.716168984119748	15	15	"Heart"	"No"	0.5
7	0.726184016742888	15	15	"Heart"	"No"	0.5
8	0.681635895883777	15	15	"Heart"	"No"	0.5
9	0.70487619047619	15	15	"Heart"	"No"	0.5
10	0.694576809621057	15	15	"Heart"	"No"	0.5
11	0.649949616308813	15	15	"Heart"	"No"	0.5
12	0.659720623225113	15	15	"Heart"	"No"	0.5
13	0.679802389705882	15	15	"Heart"	"No"	0.5
14	0.741036317372195	15	15	"Heart"	"No"	0.5
15	0.701955264759586	15	15	"Heart"	"No"	0.5
16	0.712916666666667	15	15	"Heart"	"No"	0.5
17	0.7312912275381	15	15	"Heart"	"No"	0.5
18	0.748616271135037	15	15	"Heart"	"No"	0.5
19	0.598810649023314	15	15	"Heart"	"No"	0.5
20	0.731485776128633	15	15	"Heart"	"No"	0.5
21	0.693269230769231	15	15	"Heart"	"No"	0.5
22	0.729166666666667	15	15	"Heart"	"No"	0.5
23	0.739542857142857	15	15	"Heart"	"No"	0.5
24	0.736098484848485	15	15	"Heart"	"No"	0.5
25	0.681560230024213	15	15	"Heart"	"No"	0.5
26	0.716615384615385	15	15	"Heart"	"No"	0.5
27	0.677121629901961	15	15	"Heart"	"No"	0.5
28	0.716190476190476	15	15	"Heart"	"No"	0.5
29	0.712386363636364	15	15	"Heart"	"No"	0.5
30	0.672342857142857	15	15	"Heart"	"No"	0.5
1	0.688543599257885	16	16	"Heart"	"No"	0.5
2	0.732625932835821	16	16	"Heart"	"No"	0.5
3	0.685365101395636	16	16	"Heart"	"No"	0.5
4	0.662922623099614	16	16	"Heart"	"No"	0.5
5	0.680251746104843	16	16	"Heart"	"No"	0.5
6	0.632467830882353	16	16	"Heart"	"No"	0.5
7	0.729142681710031	16	16	"Heart"	"No"	0.5
8	0.71304381127451	16	16	"Heart"	"No"	0.5
9	0.691674325980392	16	16	"Heart"	"No"	0.5
10	0.710820895522388	16	16	"Heart"	"No"	0.5
11	0.669045974364878	16	16	"Heart"	"No"	0.5
12	0.63832380952381	16	16	"Heart"	"No"	0.5
13	0.668163327960703	16	16	"Heart"	"No"	0.5
14	0.592899274047187	16	16	"Heart"	"No"	0.5
15	0.72634123877504	16	16	"Heart"	"No"	0.5
16	0.600828204543728	16	16	"Heart"	"No"	0.5
17	0.727290018259282	16	16	"Heart"	"No"	0.5
18	0.73885179215596	16	16	"Heart"	"No"	0.5
19	0.731153846153846	16	16	"Heart"	"No"	0.5
20	0.732512804831435	16	16	"Heart"	"No"	0.5
21	0.715884615384615	16	16	"Heart"	"No"	0.5
22	0.721509639303483	15	16	"Heart"	"No"	0.5
23	0.716685714285714	16	16	"Heart"	"No"	0.5
24	0.701105442176871	16	16	"Heart"	"No"	0.5
25	0.737142857142857	16	16	"Heart"	"No"	0.5
26	0.76984126984127	16	16	"Heart"	"No"	0.5
27	0.73687619047619	16	16	"Heart"	"No"	0.5
28	0.727613920691485	16	16	"Heart"	"No"	0.5
29	0.637642382080881	16	16	"Heart"	"No"	0.5
30	0.752452711718075	16	16	"Heart"	"No"	0.5
1	0.656785401227189	17	17	"Heart"	"No"	0.5
2	0.657635094110504	17	17	"Heart"	"No"	0.5
3	0.760638710177506	17	17	"Heart"	"No"	0.5
4	0.781402625152625	17	17	"Heart"	"No"	0.5
5	0.703656462585034	17	17	"Heart"	"No"	0.5
6	0.696249239196592	17	17	"Heart"	"No"	0.5
7	0.697173467061773	17	17	"Heart"	"No"	0.5
8	0.664038095238095	17	17	"Heart"	"No"	0.5
9	0.697500191116887	17	17	"Heart"	"No"	0.5
10	0.733714788732394	17	17	"Heart"	"No"	0.5
11	0.678481411468179	17	17	"Heart"	"No"	0.5
12	0.660761601938073	17	17	"Heart"	"No"	0.5
13	0.682717212149753	17	17	"Heart"	"No"	0.5
14	0.667832711442786	17	17	"Heart"	"No"	0.5
15	0.657313386559181	17	17	"Heart"	"No"	0.5
16	0.697098779645406	17	17	"Heart"	"No"	0.5
17	0.764799412915851	17	17	"Heart"	"No"	0.5
18	0.669743429286608	17	17	"Heart"	"No"	0.5
19	0.705334793491865	17	17	"Heart"	"No"	0.5
20	0.694125306372549	17	17	"Heart"	"No"	0.5
21	0.634230019493177	17	17	"Heart"	"No"	0.5
22	0.695893829401089	17	17	"Heart"	"No"	0.5
23	0.663052176696543	17	17	"Heart"	"No"	0.5
24	0.771997553703845	17	17	"Heart"	"No"	0.5
25	0.681470315398887	17	17	"Heart"	"No"	0.5
26	0.724683055040198	17	17	"Heart"	"No"	0.5
27	0.639194139194139	17	17	"Heart"	"No"	0.5
28	0.668412200902072	17	17	"Heart"	"No"	0.5
29	0.737051638837353	17	17	"Heart"	"No"	0.5
30	0.696692307692308	16	17	"Heart"	"No"	0.5
1	0.68327485380117	18	18	"Heart"	"No"	0.5
2	0.745200092528337	18	18	"Heart"	"No"	0.5
3	0.60030230214712	18	18	"Heart"	"No"	0.5
4	0.724122276029056	18	18	"Heart"	"No"	0.5
5	0.713255046434876	18	18	"Heart"	"No"	0.5
6	0.651186594889681	18	18	"Heart"	"No"	0.5
7	0.708928980964758	18	18	"Heart"	"No"	0.5
8	0.699314285714286	18	18	"Heart"	"No"	0.5
9	0.688814162028448	18	18	"Heart"	"No"	0.5
10	0.703541162227603	18	18	"Heart"	"No"	0.5
11	0.721812233718807	18	18	"Heart"	"No"	0.5
12	0.718475768835481	18	18	"Heart"	"No"	0.5
13	0.710568181818182	18	18	"Heart"	"No"	0.5
14	0.720671028606208	18	18	"Heart"	"No"	0.5
15	0.667347401860676	16	18	"Heart"	"No"	0.5
16	0.663801899379954	18	18	"Heart"	"No"	0.5
17	0.71356251471627	18	18	"Heart"	"No"	0.5
18	0.646752450980392	18	18	"Heart"	"No"	0.5
19	0.710656180121829	18	18	"Heart"	"No"	0.5
20	0.695653825697136	18	18	"Heart"	"No"	0.5
21	0.668	18	18	"Heart"	"No"	0.5
22	0.670351796975914	18	18	"Heart"	"No"	0.5
23	0.705272852866682	18	18	"Heart"	"No"	0.5
